AAPL_MSFT,AAPL_MRK,AAPL_WU,AAPL_CVCO,MSFT_ADBE,MSFT_TFX,MSFT_FICO,MSFT_CVCO,JPM_ADBE,JPM_TFX,JPM_CHDN,JPM_ROK,JPM_CVCO,GOOGL_JNJ,GOOGL_UNH,GOOGL_V,GOOGL_HD,GOOGL_COST,GOOGL_TFX,GOOGL_CHDN,GOOGL_ROK,GOOGL_LII,GOOGL_NEOG,GOOGL_CVCO,GOOGL_MGEE,GOOGL_CVGW,JNJ_ROK,JNJ_NEOG,JNJ_CVCO,UNH_AVGO,UNH_CHDN,UNH_ROK,UNH_NEOG,UNH_CVCO,UNH_CVGW,PG_MRK,V_HD,V_COST,V_LLY,V_MRK,V_CHDN,MA_COST,MA_CHDN,MA_MKC,HD_NEOG,HD_CVGW,COST_LLY,COST_CHDN,COST_FICO,COST_MKC,AVGO_WU,AVGO_CVGW,LLY_MRK,BAC_BBY,ADBE_TFX,ADBE_ROK,ADBE_CVCO,ADBE_CVGW,TFX_CHDN,TFX_CVCO,TFX_CVGW,WU_FICO,CHDN_FICO,CHDN_MKC,CHDN_CVCO,CHDN_CVGW,FICO_MKC,ROK_NEOG,ROK_CVCO,ROK_MGEE,LII_CVGW,CLF_REG,AKAM_INSM,AKAM_GHC,TXT_NEOG,TXT_CVCO,TXT_CVGW,INSM_GHC,NEOG_CVCO,NEOG_CVGW,ACLS_BBY,IMMR_AMSC,CVCO_MGEE,CVCO_CVGW
-1.290377486530764,0.4370071598679903,1.899171170366429,0.08541083719283526,1.0235922473227181,2.93591245267128,2.833664084525939,1.8743960387131644,-0.2605467146386937,1.0837230687859192,1.2525395045159704,2.329880916349171,1.3291153798871087,-3.6884167989689813,4.0366299033548785,0.9897895995572836,2.7394683682594088,3.0118705084355173,2.8036516221548413,1.033092315370633,3.135005145892598,3.036444271253014,2.168440814998682,0.7960395109029996,-0.1457359894717576,2.7653343923979703,3.332202534875504,3.393354264921418,3.13888211614375,3.214277758666692,3.089165395746778,2.9768465764694114,3.102294272717438,2.8509407985546398,2.7874910617002904,4.247984050602777,1.6034837114804625,-0.8814812252624238,0.43198850112689735,2.7963942608896755,1.8820767056045664,7.072907008494005,0.7714411758011792,1.6288187143586537,1.5525855186872535,0.6079809409907835,3.855529724900866,3.738027826121375,3.261019367688607,2.5638075947250547,0.250038981936608,-1.352388360805056,1.3575811975545595,-0.21688323806600707,2.551717691859417,3.422876242008997,1.7004034176156,2.9790420671007416,2.7581133048451294,2.8120505392216097,1.8449416108094914,3.2631396851802874,1.0976977576301945,0.0756228658714162,0.3265415962854139,1.0396539001326488,-3.9966282299129445,2.112742605674085,2.968496992065134,1.0684767074732533,1.4401212647695711,-4.226982696766362,2.406262263056103,-5.231225209667686,1.7815488644788493,0.1267357823039008,0.7614465227482832,-2.01566135782605,-0.7706418236018073,-0.6824721587876794,2.0763891884735566,-0.12484134101316613,0.7021144915846698,2.420001262326621
-1.288973578000384,0.436848593742055,1.9008303577848722,0.10283124850583891,1.0143394854411687,2.9368146169709703,2.8348822151228212,1.8859438582008536,-0.25771345394515555,1.1092288120980909,1.302637569409654,2.3513906156060305,1.366258906726313,-3.672612243020405,4.03158174588646,0.9921722505890966,2.735034446076186,3.0072432232478885,2.799083537297951,1.0538160656847306,3.1297192742141675,3.030823954284371,2.1729771432826883,0.8088743326640879,-0.11895731953721667,2.7608604483749857,3.321397522568395,3.3866269209238222,3.1322917026751615,3.2124754333435512,3.0895355287678035,2.975813302188229,3.1025666028887153,2.8526385887458208,2.787415919311295,4.249086819723239,1.5885972283895229,-0.8898759670347807,0.43477913301034654,2.7846235960553787,1.886668949530213,7.066776211324147,0.803559789031421,1.6274848090569087,1.582121296386532,0.6235643975571752,3.8518708254952747,3.735085562797791,3.259376235820543,2.5620257441010437,0.2575068682689204,-1.3392854318866376,1.3374498655079563,-0.2062413026723795,2.5709766537902516,3.4396182705537766,1.7336204287077697,2.9975588666474464,2.763455625307504,2.8105488765731823,1.8412254663358716,3.2562526367728526,1.073855190929751,0.0516686715996415,0.31343409587948545,1.0164052218740944,-3.997953480997382,2.1268883804614998,2.965608654148661,1.0871918809383576,1.4326451696484548,-4.230920261507578,2.435536372054675,-5.20652391536741,1.779972100877301,0.13228995565089807,0.7498426544132468,-2.0178474105312545,-0.775769318470027,-0.7017245922571493,2.0649883904313193,-0.11855314108641735,0.701584575712022,2.392165694319468
-1.298838091048588,0.41458154455916474,1.884787690733796,0.104267921327585,1.009430581755121,2.930118537048407,2.828395596620713,1.8922845996129656,-0.2501051997354331,1.1088132201200391,1.3271183091672825,2.351392573285034,1.3917311619468362,-3.712187175706051,4.009968470138557,0.974611794674239,2.70951225051739,2.982621837106101,2.773695854351234,1.0437354235978005,3.1062426985070393,3.0049559048787766,2.1509865699679294,0.8025446338201823,-0.14389782015619268,2.7354448520530825,3.3274769953703043,3.3966810074970066,3.1460401237034716,3.2220463322133943,3.100538208649348,2.9843072795912153,3.1131019127239314,2.8660953987291204,2.794310484726903,4.246895666279207,1.576675574171631,-0.9167207757175162,0.41532062101225087,2.7702941612091228,1.8830572259018177,7.078810939423331,0.8236772654361162,1.6237573642522287,1.5874524034900237,0.6041813683844248,3.8650460978005228,3.748058402645523,3.271778437842452,2.5731890233532093,0.26537986750017917,-1.3423840480037592,1.3369232343803905,-0.18794224906205725,2.56610489258672,3.43648261890537,1.7503155278577986,2.9912008863637936,2.783278257737886,2.8307457724584753,1.8377990919927876,3.256719363533255,1.0573354007268765,0.033353951085469236,0.3116742864149207,0.9958058610529983,-4.005178239617209,2.154477239657341,2.990119987668438,1.1065269634215813,1.4148909767042905,-4.20079506034586,2.427259378927082,-5.216976063388412,1.8211060791376967,0.19392884896494555,0.7696711368253659,-2.0188872521939287,-0.7614561427386135,-0.729377569778838,2.1186496572687155,-0.09959134418520343,0.6665387094038313,2.3484933485627852
-1.290211183597007,0.41198850873169834,1.8834511937825875,0.08332750585929549,1.0104788750534666,2.9191681494751234,2.8178470073646062,1.8681756579233761,-0.21084786871846672,1.1230148668674897,1.3522654019459552,2.3678302878037387,1.3895004664453623,-3.7233249758297573,4.001473210185895,0.9455950453522277,2.6859244253277605,2.958725534226131,2.7502736359307356,1.0246787247558602,3.083880511254609,2.9820719806386093,2.123890438840352,0.7580081534725791,-0.16715679115842086,2.711864423696547,3.3191411203971173,3.387564930678775,3.1327063647817117,3.259887962758639,3.138547466769656,3.021208835998252,3.1500249788018486,2.8997580327217958,2.832610758310129,4.241762948820427,1.580530041791886,-0.9024590752556758,0.4286912430925929,2.77946069724711,1.8952043962054121,7.067197999307383,0.823398981204376,1.612667086942347,1.5903970577235875,0.6194389537065859,3.8600219676972793,3.7432299371744473,3.266786863440383,2.564858802195621,0.2585506791072231,-1.3462499988066092,1.3308924422707755,-0.16895829907470805,2.5439861904357026,3.416300537673599,1.7101568130618412,2.9725402516735513,2.7953023161288533,2.8287244934215003,1.8499115377642599,3.288603213944305,1.0525304190149951,0.023788367030336266,0.29170579842327227,0.9922556465964504,-4.02508884974365,2.1566415106732526,2.9948351693782445,1.1177046967327464,1.4260286760527983,-4.2364374581191715,2.42763710241025,-5.252140698759387,1.8577058234038972,0.20748134905355986,0.8163740122414258,-2.035878421713963,-0.7781188401169599,-0.7146695668222474,2.1268161711494957,-0.09309191082771862,0.7057831949008841,2.3892119423927127
-1.290473049550877,0.4188621176195222,1.8902343283263103,0.0735296165843502,1.0205428379013943,2.92572231747259,2.8249085640497267,1.8633004954269892,-0.2078579544297412,1.1170783648180151,1.3455738427320432,2.3613440219397916,1.3682455440694565,-3.7160309884688063,4.010943109872495,0.9572092544011577,2.69918107812662,2.971459076887848,2.763601826573079,1.034480346355449,3.0986348343441854,2.996681617649089,2.13605168858845,0.7531993150438967,-0.1604095482817649,2.7253145936073233,3.3210866413068176,3.3904001587772807,3.1308291158292874,3.2502394523489118,3.128843946100101,3.0108134919046456,3.140364657470821,2.88688421494633,2.8180057915926886,4.2403385444167645,1.585511714451498,-0.8922399250687074,0.43765348481989985,2.7822552693092595,1.8957601805127497,7.060008427475913,0.8189503035509347,1.611410035524455,1.582890155289699,0.5862983200014353,3.8525240253573863,3.7359898151253965,3.2598526584994527,2.5563927475129167,0.2657151440126306,-1.3584288452669377,1.323520991959502,-0.14376523321946522,2.53692915726834,3.410120651372673,1.6870285190682976,2.9595697343578626,2.7989877622098964,2.824988870003467,1.831954897260529,3.297678676321363,1.0564533202006636,0.025549226990952523,0.28201149583121987,0.987273830297384,-4.034352800185923,2.1678093837570382,3.0033368607272597,1.125986641389038,1.4182024856209172,-4.1689573714840655,2.42763710241025,-5.252140698759387,1.8649556971348278,0.19105728192499827,0.8001567654422512,-2.035878421713963,-0.7985809637441534,-0.7408605697279846,2.1927115206245267,-0.08020748378281195,0.7327338112911921,2.4084303868460593
-1.2865034129670292,0.408149891041385,1.8815128290004899,0.07347497268377445,1.0154713187510165,2.908842045313961,2.8120595929937835,1.8567975523310014,-0.19802025382044253,1.0692114053935962,1.3350826831203375,2.360699418464031,1.374960480496401,-3.717814247857679,4.012111728228092,0.9573930394593584,2.6977491862169933,2.97002949415406,2.7631784398822825,1.0271709266346836,3.09610209552638,2.9953534956987116,2.1323861331935685,0.7613652438226195,-0.16162756174417714,2.724075384132196,3.322245850335567,3.3893689243168805,3.1338316835534687,3.2567634122058373,3.135097810562705,3.018166583426564,3.1466225850514418,2.895432970795994,2.8178826921946234,4.237120892903634,1.5958536014530487,-0.8963343942293145,0.4237868696376297,2.77913731037142,1.8891662339762822,7.044644866939918,0.7942652358887363,1.5900076972767665,1.5488374915163057,0.520184245828132,3.8541832459639376,3.737148420120726,3.2609591022932154,2.5538775986973477,0.27180835476939114,-1.3779583535607254,1.3347985758736933,-0.1202300046721807,2.503016532135341,3.3974536171786878,1.6833453358952755,2.936448798776332,2.870552538224895,2.905406270755088,1.8757301484333007,3.306370253789045,1.0622883254329434,0.026225455566789124,0.29503333220982664,0.9819739461962466,-4.055981322369998,2.1531404854124045,2.9968575445715757,1.1168954044317636,1.3882597469875995,-4.213383506530619,2.388052630987681,-5.259059587163659,1.912846088804621,0.2569878641605845,0.818465420492879,-1.950547091766587,-0.7790903166414962,-0.7732000629528657,2.1971215427337754,-0.06617034677389566,0.7150659251223255,2.3715902325069838
-1.2913000545959537,0.4004202235207217,1.8699744611822195,0.05846694990832435,1.0178269306710592,2.902670452347293,2.8053363469729797,1.8476167038014928,-0.2063104875633779,1.0505692386128112,1.306936506238379,2.3417349151473656,1.3472453253286099,-3.7448099994858293,3.9835592424312107,0.9423445455056347,2.679925122704822,2.951806239051777,2.745214161123807,1.0056583446274854,3.0765082254475047,2.976231114602639,2.1150808285223284,0.7396018090851992,-0.18270310981466986,2.706233253300016,3.329249183869103,3.394945451563659,3.1379588838127033,3.2304203754999294,3.1080287751308253,2.9924959551331125,3.119950940145259,2.867902892166075,2.7910994941424754,4.246991785737965,1.5940691492302193,-0.8954946039878107,0.42178235611397863,2.7748820575846667,1.8820750250316558,7.038441246485695,0.7885817530165853,1.584045756887027,1.5437586497603308,0.5137715307172641,3.8486579437970025,3.7317288848497143,3.2554064108442184,2.544320112785723,0.25676384565410987,-1.3931064380513487,1.336107063893979,-0.1551283183485328,2.4900367647693655,3.383009850530171,1.664196523647439,2.921143108438638,2.8597727794300494,2.8948786192201856,1.8672913067860084,3.3006260414449318,1.0658467311404674,0.024075197905607748,0.2959201233804709,0.9857319716676155,-4.079875048081375,2.138421409635372,2.9796500772597727,1.0980798155795135,1.3727707554241864,-4.214822415355229,2.3893189330296,-5.247736542421819,1.9073543219345868,0.24484335950328395,0.8119232685111224,-1.965046896172209,-0.7859413726477711,-0.7748736426202112,2.203276435534959,-0.07384410105012074,0.7190807037776388,2.3788688860933282
-1.286582079778598,0.3975964867851438,1.8842092764296254,0.049204968829793305,1.0169770476755846,2.912101095123467,2.812874927515532,1.8402410610305422,-0.20626398407789637,1.0696650049332126,1.3303915832739066,2.3576752008203536,1.3379411011307165,-3.7615408061168436,3.983869164980867,0.9311485693995509,2.6741524573710316,2.9464891609552177,2.7394132007743313,1.0048858488122216,3.0712700759553475,2.970743587177299,2.1055840475936893,0.7082691767525291,-0.19489830991564228,2.7006026021229923,3.3350684232128147,3.3992134061831467,3.136767339268425,3.2464941531497464,3.1235899454391998,3.0073389925037324,3.1343468879573315,2.87820463636647,2.803103508786386,4.264206386908798,1.6008299244165518,-0.8927184477990213,0.4199020663435671,2.781916525269091,1.8944944098898424,7.07062681575151,0.821202512893517,1.6043567360438813,1.5398141383238326,0.5017562867421916,3.8553909115031706,3.737995802479721,3.2589668741094266,2.5464547349937616,0.22552142626160804,-1.4360674181849267,1.3285680339174242,-0.14949601484797892,2.508099365016668,3.3999912430127117,1.6563683857757834,2.933761516670432,2.8599566718588134,2.8782597715296383,1.8496834706781473,3.319825736805251,1.0570826432817952,0.01311608218499627,0.27208967637138426,0.9754140165114723,-4.087442651719368,2.1339304479836447,2.9768399485578985,1.0973261828558543,1.3611056061439317,-4.265622301230405,2.374701356099454,-5.262963815596511,1.8806289241809204,0.18889530216798356,0.7768309152857213,-1.9460308927026584,-0.8080521936658234,-0.7813394781367218,2.204457960355302,-0.08447470090933562,0.7600543754422677,2.41758133694741
-1.3123341930780923,0.3792608281481209,1.878197783139128,0.03148945931152247,1.0430574031483473,2.9321725981983238,2.832358217540688,1.8516235254793054,-0.18581515018140937,1.0814350126511298,1.340933016030034,2.3666705048440644,1.334209037611311,-3.7603165770346894,3.9980317700518873,0.9338119622709091,2.6788255819291216,2.95036754460019,2.744057394198369,1.0101019560825493,3.0762976493749576,2.974934404770379,2.1092137795196746,0.6998718377964066,-0.188455766228234,2.7053902971373107,3.33673587539122,3.4006279705510836,3.134917656145467,3.2701661113700147,3.1473186354464753,3.0308123828170626,3.157814269129658,2.899399632824662,2.8243550943340647,4.270332639957125,1.6014921290330877,-0.8774023081344038,0.41997058737137927,2.783724667937337,1.8982687912063834,7.075372169277534,0.8386998517332636,1.6217471236671834,1.543204752809847,0.4944347898036674,3.8440240092497455,3.7264838899583226,3.246805999014381,2.5354229476383816,0.22627885860020747,-1.4447184950409433,1.316888291569874,-0.12934893522713997,2.498444267636561,3.38929593964755,1.6330126268539882,2.9196817048433847,2.857120558602465,2.868116735301171,1.835278543063926,3.308578512224102,1.055663128424384,0.013263584082660484,0.2619683107942592,0.9708672359400616,-4.080460888830836,2.1343989116372386,2.976058330263117,1.1019181555973656,1.3435855283818174,-4.249144387760324,2.3824082352416776,-5.24125317663394,1.9641703613669734,0.25581354052708294,0.8503905367982578,-1.8930100227174353,-0.8220263900142166,-0.7919658171261448,2.203503770912785,-0.06738798621646525,0.7861159951471133,2.4351401181935777
-1.3259448948010522,0.3685113703301943,1.8610557536601597,0.020802054797130154,1.0403130487851056,2.92984196918192,2.828846520582264,1.8527985919718286,-0.2078363418904572,1.0684456032057659,1.3077609223609952,2.3493094599379525,1.3184056675925264,-3.762717700100861,3.986319226467623,0.9258041221606634,2.661958630869799,2.9336113369841805,2.726975602438098,0.9848758898638004,3.0573940724011424,2.957339517099474,2.099735471037938,0.6898083357124127,-0.19413379684296306,2.688487797002437,3.330435752671376,3.396358597126823,3.1285812041361387,3.283289857912887,3.15948822178438,3.044945519645041,3.1721667171562524,2.9135130106946434,2.8387328907131857,4.255404584177779,1.5821403044131523,-0.8936103466616778,0.4090358953329809,2.769539452464978,1.8779129845836917,7.084911717527818,0.8352922873200126,1.6311421747991401,1.5709924378508922,0.5124503149263049,3.845038978133607,3.727644520219694,3.2475675721849235,2.5374590746420393,0.2162214957838115,-1.4492120820631365,1.319600459824321,-0.1540705619034659,2.502208569437167,3.38947512555599,1.6388181352139308,2.9211121965240503,2.8350813240740074,2.8550356138948563,1.82575861586401,3.2916457565341553,1.0636638841406674,0.023051779727941923,0.27551625230471855,0.9820119116272297,-4.072686749272966,2.133707940784155,2.959162009337159,1.0925738615032712,1.341783186663437,-4.320329047149023,2.3914337485725348,-5.22203358881875,1.9378262194291878,0.22474654028542984,0.8173382559715692,-1.9249809549161947,-0.8360298320526551,-0.8060230228804515,2.165397159507472,-0.05951526040892485,0.7848045249515847,2.426860044303999
