Ticker,Start,End,Window,Benchmark Total Log Return,ADF p-value,Hurst,Half-life,Volatility,CapSize,Total Log Return,Annualized Log Return,Sharpe Ratio,Max Drawdown,Annualized Volatility
MSFT,2015-01-01,2019-12-31,89,1.3208228800304542,0.9865,0.6933,-4634.8657,0.0147,Large,-0.2799175081773183,-0.05611711381120463,-0.44721443594283994,0.2893006038290574,0.1254814453672447
MSFT,2015-01-01,2019-12-31,144,1.3208228800304542,0.9865,0.6933,-4634.8657,0.0147,Large,-0.402144423048319,-0.08062083898820714,-0.6845621026959313,0.37251288910629266,0.11776994179301989
JPM,2015-01-01,2019-12-31,1,0.920148453902238,0.9283,0.6133,1952.7754,0.0132,Large,0.0,0.0,,0.0,0.0
JPM,2015-01-01,2019-12-31,2,0.920148453902238,0.9283,0.6133,1952.7754,0.0132,Large,0.0,0.0,,0.0,0.0
JPM,2015-01-01,2019-12-31,3,0.920148453902238,0.9283,0.6133,1952.7754,0.0132,Large,0.0,0.0,,0.0,0.0
JPM,2015-01-01,2019-12-31,5,0.920148453902238,0.9283,0.6133,1952.7754,0.0132,Large,-0.4244196181054717,-0.08508651055097761,-0.9486944680821436,0.39991626745147124,0.08968800115698611
JPM,2015-01-01,2019-12-31,8,0.920148453902238,0.9283,0.6133,1952.7754,0.0132,Large,-0.31687042364763346,-0.06352533552840384,-0.5442374899141867,0.329246911296992,0.1167235567296554
JPM,2015-01-01,2019-12-31,13,0.920148453902238,0.9283,0.6133,1952.7754,0.0132,Large,-0.29202902584648127,-0.058545198499055914,-0.5076764448329621,0.3090756711201009,0.1153199032472714
JPM,2015-01-01,2019-12-31,21,0.920148453902238,0.9283,0.6133,1952.7754,0.0132,Large,-0.2625554029373487,-0.0526364053621415,-0.43974822033130145,0.2706553801520841,0.11969668762385398
JPM,2015-01-01,2019-12-31,34,0.920148453902238,0.9283,0.6133,1952.7754,0.0132,Large,-0.25559856115433977,-0.0512417163173378,-0.4332392425232335,0.2971054098306345,0.11827579611417552
JPM,2015-01-01,2019-12-31,55,0.920148453902238,0.9283,0.6133,1952.7754,0.0132,Large,-0.33844137639454264,-0.06784982247527824,-0.5406300183720871,0.3341408769994637,0.12550139683250217
JPM,2015-01-01,2019-12-31,89,0.920148453902238,0.9283,0.6133,1952.7754,0.0132,Large,-0.05811567330401057,-0.011650874838990187,-0.10264934909151818,0.29874481117930074,0.11350169233516248
JPM,2015-01-01,2019-12-31,144,0.920148453902238,0.9283,0.6133,1952.7754,0.0132,Large,-0.14113337485278932,-0.02829404173659738,-0.25551205060853366,0.2972126906131697,0.11073466660070085
GOOGL,2015-01-01,2019-12-31,1,0.9261806934638404,0.487,0.6092,295.2936,0.0149,Large,0.0,0.0,,0.0,0.0
GOOGL,2015-01-01,2019-12-31,2,0.9261806934638404,0.487,0.6092,295.2936,0.0149,Large,0.0,0.0,,0.0,0.0
GOOGL,2015-01-01,2019-12-31,3,0.9261806934638404,0.487,0.6092,295.2936,0.0149,Large,0.0,0.0,,0.0,0.0
GOOGL,2015-01-01,2019-12-31,5,0.9261806934638404,0.487,0.6092,295.2936,0.0149,Large,-0.3010498574713873,-0.060353670710254256,-0.7017087359768335,0.3965542545262992,0.08600957579106838
GOOGL,2015-01-01,2019-12-31,8,0.9261806934638404,0.487,0.6092,295.2936,0.0149,Large,-0.6909570224992287,-0.13852121692108643,-1.0733566236377832,0.5298547726493588,0.12905423404535868
GOOGL,2015-01-01,2019-12-31,13,0.9261806934638404,0.487,0.6092,295.2936,0.0149,Large,-0.2959631379381029,-0.059333898775180534,-0.41768946367531506,0.41529088063564934,0.14205265857819888
GOOGL,2015-01-01,2019-12-31,21,0.9261806934638404,0.487,0.6092,295.2936,0.0149,Large,0.10675448614362826,0.02140185402402094,0.15240195490469619,0.30149329536518077,0.14043031165449607
GOOGL,2015-01-01,2019-12-31,34,0.9261806934638404,0.487,0.6092,295.2936,0.0149,Large,-0.029664685368382182,-0.005947096828028886,-0.04354949163855892,0.24785041377495698,0.13655950056517535
GOOGL,2015-01-01,2019-12-31,55,0.9261806934638404,0.487,0.6092,295.2936,0.0149,Large,0.09218441486190398,0.018480885079713447,0.12967636766219856,0.18443192764541116,0.14251544373802455
GOOGL,2015-01-01,2019-12-31,89,0.9261806934638404,0.487,0.6092,295.2936,0.0149,Large,0.009680598169343413,0.001940740444450708,0.014162161440141999,0.18361595165305844,0.13703702310226235
GOOGL,2015-01-01,2019-12-31,144,0.9261806934638404,0.487,0.6092,295.2936,0.0149,Large,0.1519412045780294,0.03046076655024933,0.2796088831715027,0.1573614690600441,0.1089406252217163
XOM,2015-01-01,2019-12-31,1,-0.09854083381256973,0.0055,0.4259,33.708,0.012,Large,0.0,0.0,,0.0,0.0
XOM,2015-01-01,2019-12-31,2,-0.09854083381256973,0.0055,0.4259,33.708,0.012,Large,0.0,0.0,,0.0,0.0
XOM,2015-01-01,2019-12-31,3,-0.09854083381256973,0.0055,0.4259,33.708,0.012,Large,0.0,0.0,,0.0,0.0
XOM,2015-01-01,2019-12-31,5,-0.09854083381256973,0.0055,0.4259,33.708,0.012,Large,-0.4078449635590875,-0.08176366811208437,-1.1655357690090524,0.3566999363260147,0.07015114446603425
XOM,2015-01-01,2019-12-31,8,-0.09854083381256973,0.0055,0.4259,33.708,0.012,Large,-0.4606733357073497,-0.09235455894849015,-0.886777955012229,0.40213442437891744,0.10414620528903039
XOM,2015-01-01,2019-12-31,13,-0.09854083381256973,0.0055,0.4259,33.708,0.012,Large,-0.10285413095737156,-0.020619921242050622,-0.18135464490059264,0.24474564796287268,0.1136994382104367
XOM,2015-01-01,2019-12-31,21,-0.09854083381256973,0.0055,0.4259,33.708,0.012,Large,-0.2399527765869755,-0.0481050912489402,-0.4294197216637787,0.24420987825226992,0.11202347917920007
XOM,2015-01-01,2019-12-31,34,-0.09854083381256973,0.0055,0.4259,33.708,0.012,Large,0.09433837987268225,0.01891270622745897,0.17310164461394958,0.1925583094182337,0.10925780785987327
XOM,2015-01-01,2019-12-31,55,-0.09854083381256973,0.0055,0.4259,33.708,0.012,Large,0.25767406986267205,0.05165780875528509,0.46837257840372193,0.13496799579509822,0.11029212882475314
XOM,2015-01-01,2019-12-31,89,-0.09854083381256973,0.0055,0.4259,33.708,0.012,Large,0.1301483628822695,0.02609179590002539,0.2463389894425074,0.13496799579509822,0.10591825499923513
XOM,2015-01-01,2019-12-31,144,-0.09854083381256973,0.0055,0.4259,33.708,0.012,Large,0.09272530638164489,0.01858932156577129,0.18830220817413326,0.13496799579509822,0.09872067750039731
JNJ,2015-01-01,2019-12-31,1,0.46471231471188257,0.7894,0.5684,382.3716,0.0103,Large,0.0,0.0,,0.0,0.0
JNJ,2015-01-01,2019-12-31,2,0.46471231471188257,0.7894,0.5684,382.3716,0.0103,Large,0.0,0.0,,0.0,0.0
JNJ,2015-01-01,2019-12-31,3,0.46471231471188257,0.7894,0.5684,382.3716,0.0103,Large,0.0,0.0,,0.0,0.0
JNJ,2015-01-01,2019-12-31,5,0.46471231471188257,0.7894,0.5684,382.3716,0.0103,Large,-0.21453786618403944,-0.04300997794620361,-0.7412574214576377,0.2596873477194722,0.05802299808564089
JNJ,2015-01-01,2019-12-31,8,0.46471231471188257,0.7894,0.5684,382.3716,0.0103,Large,0.1193885592806114,0.023934699235253837,0.27369697078510385,0.16663245020611406,0.08744963149061093
JNJ,2015-01-01,2019-12-31,13,0.46471231471188257,0.7894,0.5684,382.3716,0.0103,Large,-0.10455705531329382,-0.020961318964956278,-0.2527969757017218,0.22908298344212719,0.0829176017900182
JNJ,2015-01-01,2019-12-31,21,0.46471231471188257,0.7894,0.5684,382.3716,0.0103,Large,-0.08640741246015632,-0.017322727080317735,-0.19120038200275236,0.23974560155750602,0.0905998560194737
JNJ,2015-01-01,2019-12-31,34,0.46471231471188257,0.7894,0.5684,382.3716,0.0103,Large,-0.13824424214529338,-0.027714836134139963,-0.28938512617397144,0.23818359645535658,0.09577146033925207
JNJ,2015-01-01,2019-12-31,55,0.46471231471188257,0.7894,0.5684,382.3716,0.0103,Large,0.029281666732100642,0.005870310275647861,0.055452673887790904,0.19295912463471776,0.10586162693482552
JNJ,2015-01-01,2019-12-31,89,0.46471231471188257,0.7894,0.5684,382.3716,0.0103,Large,0.1185995934462728,0.023776529473715786,0.23462177641166373,0.15924518499145612,0.10133982376809668
JNJ,2015-01-01,2019-12-31,144,0.46471231471188257,0.7894,0.5684,382.3716,0.0103,Large,0.03694706825165672,0.007407049482432374,0.07991046365856055,0.1859591884841274,0.09269185965533915
UNH,2015-01-01,2019-12-31,1,1.146731264578232,0.774,0.6746,649.6079,0.0137,Large,0.0,0.0,,0.0,0.0
UNH,2015-01-01,2019-12-31,2,1.146731264578232,0.774,0.6746,649.6079,0.0137,Large,0.0,0.0,,0.0,0.0
UNH,2015-01-01,2019-12-31,3,1.146731264578232,0.774,0.6746,649.6079,0.0137,Large,0.0,0.0,,0.0,0.0
UNH,2015-01-01,2019-12-31,5,1.146731264578232,0.774,0.6746,649.6079,0.0137,Large,-0.4967977321030941,-0.09959668137627661,-1.0374283308556702,0.4190595409391332,0.09600343311824666
UNH,2015-01-01,2019-12-31,8,1.146731264578232,0.774,0.6746,649.6079,0.0137,Large,-0.497255477592064,-0.09968844896833741,-0.9218675398398031,0.41683170949079695,0.10813749769913876
UNH,2015-01-01,2019-12-31,13,1.146731264578232,0.774,0.6746,649.6079,0.0137,Large,-0.48135977169698374,-0.09650172034020676,-0.8283242512289126,0.4346703806543819,0.11650234820124554
UNH,2015-01-01,2019-12-31,21,1.146731264578232,0.774,0.6746,649.6079,0.0137,Large,-0.03898482377763979,-0.007815573263297714,-0.06719837404700968,0.2944941329568532,0.11630598766913924
UNH,2015-01-01,2019-12-31,34,1.146731264578232,0.774,0.6746,649.6079,0.0137,Large,0.23192157915649103,0.04649501825571658,0.40221062081089937,0.14159778967799597,0.11559868350064371
UNH,2015-01-01,2019-12-31,55,1.146731264578232,0.774,0.6746,649.6079,0.0137,Large,0.14560794074285943,0.029191090745585183,0.250854953461328,0.22737380218388648,0.11636641151710525
UNH,2015-01-01,2019-12-31,89,1.146731264578232,0.774,0.6746,649.6079,0.0137,Large,0.22295092317036158,0.04469660512245913,0.38121455319810893,0.25374849252455933,0.11724789819141893
UNH,2015-01-01,2019-12-31,144,1.146731264578232,0.774,0.6746,649.6079,0.0137,Large,-0.011610254336143933,-0.0023275927547400724,-0.019388345890683986,0.3513038798056517,0.12005112596317308
PG,2015-01-01,2019-12-31,1,0.47608780654303773,0.9913,0.6,-1031.1542,0.0098,Large,0.0,0.0,,0.0,0.0
PG,2015-01-01,2019-12-31,2,0.47608780654303773,0.9913,0.6,-1031.1542,0.0098,Large,0.0,0.0,,0.0,0.0
PG,2015-01-01,2019-12-31,3,0.47608780654303773,0.9913,0.6,-1031.1542,0.0098,Large,0.0,0.0,,0.0,0.0
PG,2015-01-01,2019-12-31,5,0.47608780654303773,0.9913,0.6,-1031.1542,0.0098,Large,-0.2134390439909281,-0.042789689010114464,-0.6979194413614341,0.21927257721143745,0.06131035542819162
PG,2015-01-01,2019-12-31,8,0.47608780654303773,0.9913,0.6,-1031.1542,0.0098,Large,0.18159284059172925,0.03640524727853283,0.5049176983284903,0.12149405278498282,0.0721013491882953
PG,2015-01-01,2019-12-31,13,0.47608780654303773,0.9913,0.6,-1031.1542,0.0098,Large,0.10027892028717794,0.020103649890508227,0.24973245339332437,0.15533953194439953,0.08050075037242084
PG,2015-01-01,2019-12-31,21,0.47608780654303773,0.9913,0.6,-1031.1542,0.0098,Large,0.17214950500437398,0.03451207260230887,0.39968000254943575,0.1334144275616611,0.08634926036370841
PG,2015-01-01,2019-12-31,34,0.47608780654303773,0.9913,0.6,-1031.1542,0.0098,Large,0.2244132936674349,0.04498977725075067,0.4988633832905108,0.13537779744293554,0.09018456506869153
PG,2015-01-01,2019-12-31,55,0.47608780654303773,0.9913,0.6,-1031.1542,0.0098,Large,-0.07643598001093799,-0.015323680956846756,-0.17525814730375788,0.22676537622687654,0.08743491354092493
PG,2015-01-01,2019-12-31,89,0.47608780654303773,0.9913,0.6,-1031.1542,0.0098,Large,-0.08329811225245881,-0.016699382885934463,-0.1815232745222335,0.23052382656831583,0.09199582218801962
PG,2015-01-01,2019-12-31,144,0.47608780654303773,0.9913,0.6,-1031.1542,0.0098,Large,-0.2601060147122102,-0.05214535855805646,-0.5524382549017038,0.27606195385196264,0.09439128824873788
V,2015-01-01,2019-12-31,1,1.0746908001568263,0.9738,0.6604,5001.0075,0.0129,Large,0.0,0.0,,0.0,0.0
V,2015-01-01,2019-12-31,2,1.0746908001568263,0.9738,0.6604,5001.0075,0.0129,Large,0.0,0.0,,0.0,0.0
V,2015-01-01,2019-12-31,3,1.0746908001568263,0.9738,0.6604,5001.0075,0.0129,Large,0.0,0.0,,0.0,0.0
V,2015-01-01,2019-12-31,5,1.0746908001568263,0.9738,0.6604,5001.0075,0.0129,Large,-0.13657396665295318,-0.027379983768133814,-0.31881315105451397,0.21588746047023466,0.08588097347167495
V,2015-01-01,2019-12-31,8,1.0746908001568263,0.9738,0.6604,5001.0075,0.0129,Large,0.13497841465248606,0.027060111768040164,0.2641607780209692,0.16219452331530515,0.10243803781457714
V,2015-01-01,2019-12-31,13,1.0746908001568263,0.9738,0.6604,5001.0075,0.0129,Large,0.4060345676123474,0.08140072477192645,0.7057853854361515,0.11824747257152579,0.11533353686775981
V,2015-01-01,2019-12-31,21,1.0746908001568263,0.9738,0.6604,5001.0075,0.0129,Large,0.5157841639232752,0.10340303047626519,0.9232849117634248,0.1396408208396479,0.11199471491283328
V,2015-01-01,2019-12-31,34,1.0746908001568263,0.9738,0.6604,5001.0075,0.0129,Large,0.2346912884107208,0.04705028216348579,0.40899140329120187,0.1241973885249038,0.11503978270659639
V,2015-01-01,2019-12-31,55,1.0746908001568263,0.9738,0.6604,5001.0075,0.0129,Large,0.10840437843705886,0.021732620020794617,0.1881496852952446,0.20522417333816012,0.1155070761170383
V,2015-01-01,2019-12-31,89,1.0746908001568263,0.9738,0.6604,5001.0075,0.0129,Large,-0.022879596316358275,-0.004586840311632685,-0.04184393934763281,0.21353317364958557,0.1096177937150215
V,2015-01-01,2019-12-31,144,1.0746908001568263,0.9738,0.6604,5001.0075,0.0129,Large,0.03957128723130712,0.007933145888853934,0.07790509737566662,0.23705002789528595,0.10183089625829572
MA,2015-01-01,2019-12-31,1,1.2771146477815252,0.9883,0.6771,-3142.1003,0.0136,Large,0.0,0.0,,0.0,0.0
MA,2015-01-01,2019-12-31,2,1.2771146477815252,0.9883,0.6771,-3142.1003,0.0136,Large,0.0,0.0,,0.0,0.0
MA,2015-01-01,2019-12-31,3,1.2771146477815252,0.9883,0.6771,-3142.1003,0.0136,Large,0.0,0.0,,0.0,0.0
MA,2015-01-01,2019-12-31,5,1.2771146477815252,0.9883,0.6771,-3142.1003,0.0136,Large,-0.05825783807702323,-0.011679375652672914,-0.16150080566781097,0.19240914131115827,0.07231775472808526
MA,2015-01-01,2019-12-31,8,1.2771146477815252,0.9883,0.6771,-3142.1003,0.0136,Large,0.29333785399270224,0.05880758886727205,0.5216976555004004,0.10668911334018882,0.1127235061289765
MA,2015-01-01,2019-12-31,13,1.2771146477815252,0.9883,0.6771,-3142.1003,0.0136,Large,0.1984186028723925,0.03977843112477558,0.3273173367487998,0.133386864994523,0.12152864104263318
MA,2015-01-01,2019-12-31,21,1.2771146477815252,0.9883,0.6771,-3142.1003,0.0136,Large,0.17274786176553197,0.034632029566359634,0.2785700481086085,0.1807678521635343,0.12432072220792864
MA,2015-01-01,2019-12-31,34,1.2771146477815252,0.9883,0.6771,-3142.1003,0.0136,Large,0.11783191288278662,0.02362262692638204,0.192703526202424,0.19465670752958697,0.1225853381715902
MA,2015-01-01,2019-12-31,55,1.2771146477815252,0.9883,0.6771,-3142.1003,0.0136,Large,-0.06010508518408463,-0.012049706814947754,-0.0945653136826156,0.2568426212785132,0.12742205726075764
MA,2015-01-01,2019-12-31,89,1.2771146477815252,0.9883,0.6771,-3142.1003,0.0136,Large,0.12085807379469904,0.02422930357698024,0.18965607507788784,0.25154726037242336,0.12775390172463372
MA,2015-01-01,2019-12-31,144,1.2771146477815252,0.9883,0.6771,-3142.1003,0.0136,Large,-0.3662703169344522,-0.07342889408709782,-0.5739307901457276,0.35096862592303724,0.12794032895229995
HD,2015-01-01,2019-12-31,1,0.8534129539750486,0.6943,0.6102,503.8098,0.0119,Large,0.0,0.0,,0.0,0.0
HD,2015-01-01,2019-12-31,2,0.8534129539750486,0.6943,0.6102,503.8098,0.0119,Large,0.0,0.0,,0.0,0.0
HD,2015-01-01,2019-12-31,3,0.8534129539750486,0.6943,0.6102,503.8098,0.0119,Large,0.0,0.0,,0.0,0.0
HD,2015-01-01,2019-12-31,5,0.8534129539750486,0.6943,0.6102,503.8098,0.0119,Large,-0.31602384196591,-0.06335561509579102,-0.7924556546104686,0.3544098749104494,0.07994846743434932
HD,2015-01-01,2019-12-31,8,0.8534129539750486,0.6943,0.6102,503.8098,0.0119,Large,-0.40676742590882353,-0.08154764624425102,-0.8136945155586678,0.38581697587197084,0.10021899457963275
HD,2015-01-01,2019-12-31,13,0.8534129539750486,0.6943,0.6102,503.8098,0.0119,Large,-0.38289129909449765,-0.07676102416214273,-0.7363464340393102,0.44165937781438325,0.1042458014511751
HD,2015-01-01,2019-12-31,21,0.8534129539750486,0.6943,0.6102,503.8098,0.0119,Large,-0.2708966107814952,-0.05430862841442863,-0.5286416908990809,0.33787193048852904,0.1027323976700814
HD,2015-01-01,2019-12-31,34,0.8534129539750486,0.6943,0.6102,503.8098,0.0119,Large,-0.473013120476403,-0.0948284060143624,-0.8842478671496569,0.3863497902950793,0.10724188266355515
HD,2015-01-01,2019-12-31,55,0.8534129539750486,0.6943,0.6102,503.8098,0.0119,Large,-0.3010818839128877,-0.06036009128563859,-0.58633069828635,0.3028673237569831,0.1029454733686145
HD,2015-01-01,2019-12-31,89,0.8534129539750486,0.6943,0.6102,503.8098,0.0119,Large,-0.3293413985009779,-0.06602548323169963,-0.7135563719147721,0.31840042796182544,0.09253015715426305
HD,2015-01-01,2019-12-31,144,0.8534129539750486,0.6943,0.6102,503.8098,0.0119,Large,-0.20715067070853307,-0.0415290127434768,-0.434528155995685,0.29398819496947404,0.09557266237055809
COST,2015-01-01,2019-12-31,1,0.8584181467515275,0.9523,0.5921,7576.6352,0.0118,Large,0.0,0.0,,0.0,0.0
COST,2015-01-01,2019-12-31,2,0.8584181467515275,0.9523,0.5921,7576.6352,0.0118,Large,0.0,0.0,,0.0,0.0
COST,2015-01-01,2019-12-31,3,0.8584181467515275,0.9523,0.5921,7576.6352,0.0118,Large,0.0,0.0,,0.0,0.0
COST,2015-01-01,2019-12-31,5,0.8584181467515275,0.9523,0.5921,7576.6352,0.0118,Large,-0.4253388220926624,-0.08527079010926883,-1.11714057970516,0.38767946774949447,0.07632950736761691
COST,2015-01-01,2019-12-31,8,0.8584181467515275,0.9523,0.5921,7576.6352,0.0118,Large,-0.3506715688062837,-0.07030169875830031,-0.6672091355909434,0.32423448419765477,0.1053668108066813
COST,2015-01-01,2019-12-31,13,0.8584181467515275,0.9523,0.5921,7576.6352,0.0118,Large,-0.3391900324000538,-0.06799991103008238,-0.6177439110564908,0.34817417486512725,0.11007783292236123
COST,2015-01-01,2019-12-31,21,0.8584181467515275,0.9523,0.5921,7576.6352,0.0118,Large,-0.5310657035654969,-0.1064666326957082,-0.9750144492949122,0.42108594726626625,0.10919492810870671
COST,2015-01-01,2019-12-31,34,0.8584181467515275,0.9523,0.5921,7576.6352,0.0118,Large,-0.3549875037981498,-0.0711669458688415,-0.6905627587816685,0.3561935340181329,0.10305644919861942
COST,2015-01-01,2019-12-31,55,0.8584181467515275,0.9523,0.5921,7576.6352,0.0118,Large,-0.2935185148999715,-0.05884380728304918,-0.5729559941267246,0.3735107722431771,0.10270214097809803
COST,2015-01-01,2019-12-31,89,0.8584181467515275,0.9523,0.5921,7576.6352,0.0118,Large,-0.24478033670632615,-0.04907290759744964,-0.49665167471998256,0.2760786908073437,0.09880749445799707
COST,2015-01-01,2019-12-31,144,0.8584181467515275,0.9523,0.5921,7576.6352,0.0118,Large,-0.06435692319874953,-0.012902103934832841,-0.13646992412405257,0.23633988646962878,0.09454173890435152
AVGO,2015-01-01,2019-12-31,1,1.269708810969601,0.5239,0.6059,279.9556,0.0204,Large,0.0,0.0,,0.0,0.0
AVGO,2015-01-01,2019-12-31,2,1.269708810969601,0.5239,0.6059,279.9556,0.0204,Large,0.0,0.0,,0.0,0.0
AVGO,2015-01-01,2019-12-31,3,1.269708810969601,0.5239,0.6059,279.9556,0.0204,Large,0.0,0.0,,0.0,0.0
AVGO,2015-01-01,2019-12-31,5,1.269708810969601,0.5239,0.6059,279.9556,0.0204,Large,-0.10890771054347169,-0.021833526696065923,-0.20379897931016128,0.28341469705054456,0.10713265969226235
AVGO,2015-01-01,2019-12-31,8,1.269708810969601,0.5239,0.6059,279.9556,0.0204,Large,-0.2735879661601445,-0.05484818414666382,-0.39250010679127245,0.3098159274113219,0.139740558531444
AVGO,2015-01-01,2019-12-31,13,1.269708810969601,0.5239,0.6059,279.9556,0.0204,Large,0.05621805537755531,0.011270445469486029,0.07385851633616704,0.24463325761813437,0.15259506998744188
AVGO,2015-01-01,2019-12-31,21,1.269708810969601,0.5239,0.6059,279.9556,0.0204,Large,0.05954623077076415,0.01193766917600045,0.07112435193857565,0.23816840301957942,0.1678422207109887
AVGO,2015-01-01,2019-12-31,34,1.269708810969601,0.5239,0.6059,279.9556,0.0204,Large,-0.006933682669664203,-0.001390046167665377,-0.007889962333107478,0.21355523127631793,0.17617906258342103
AVGO,2015-01-01,2019-12-31,55,1.269708810969601,0.5239,0.6059,279.9556,0.0204,Large,0.06034407197746616,0.01209761824846577,0.07766436599054333,0.2899897263206104,0.15576793931387808
AVGO,2015-01-01,2019-12-31,89,1.269708810969601,0.5239,0.6059,279.9556,0.0204,Large,0.26101946642763285,0.052328484916279616,0.35327064517575746,0.20885578416879913,0.148125765983883
AVGO,2015-01-01,2019-12-31,144,1.269708810969601,0.5239,0.6059,279.9556,0.0204,Large,0.18281058506892467,0.0366493774362522,0.2989076821800594,0.21982087646002058,0.12261102548102103
LLY,2015-01-01,2019-12-31,1,0.7518817613942941,0.925,0.5492,600.497,0.014,Large,0.0,0.0,,0.0,0.0
LLY,2015-01-01,2019-12-31,2,0.7518817613942941,0.925,0.5492,600.497,0.014,Large,0.0,0.0,,0.0,0.0
LLY,2015-01-01,2019-12-31,3,0.7518817613942941,0.925,0.5492,600.497,0.014,Large,0.0,0.0,,0.0,0.0
LLY,2015-01-01,2019-12-31,5,0.7518817613942941,0.925,0.5492,600.497,0.014,Large,-0.315119185145986,-0.06317425191470842,-0.7683421908769014,0.2998392324306447,0.08222150581449689
LLY,2015-01-01,2019-12-31,8,0.7518817613942941,0.925,0.5492,600.497,0.014,Large,-0.2974940302910366,-0.05964080798197392,-0.5132948509048673,0.39361705117072965,0.11619210260308571
LLY,2015-01-01,2019-12-31,13,0.7518817613942941,0.925,0.5492,600.497,0.014,Large,-0.20800979537282122,-0.0417012477597064,-0.3604766473205783,0.34994164962705687,0.11568363185152666
LLY,2015-01-01,2019-12-31,21,0.7518817613942941,0.925,0.5492,600.497,0.014,Large,-0.1618134659432593,-0.032439931119889694,-0.2908216486717575,0.3115762465455667,0.11154579195891898
LLY,2015-01-01,2019-12-31,34,0.7518817613942941,0.925,0.5492,600.497,0.014,Large,-0.18465796273162105,-0.03701973477197176,-0.3224418629971917,0.30310290069177503,0.1148105721380669
LLY,2015-01-01,2019-12-31,55,0.7518817613942941,0.925,0.5492,600.497,0.014,Large,0.03485222755919082,0.006987081419980975,0.060836378171276455,0.18285242361053644,0.11485038442475666
