AAPL,MSFT,JPM,NVDA,XOM,JNJ,UNH,PG,V,MA,HD,COST,AVGO,LLY,BAC,MRK,ADBE,TFX,HES,WU,FIVE,GNRC,CHDN,CROX,ENPH,FICO,ROK,LII,INSM,NEOG,ACLS,PRDO,IMMR,CVCO,GPRO,STRL,TPC,GHC,FIZZ,EVTC,CMTL,MGEE
3.2729557108532004,3.5660312362601294,3.734683979784031,-0.7531952824818432,4.050510491540024,4.32946434939058,4.519179905045023,4.163937991863288,4.084634947938808,4.355926116261234,4.408721446252254,4.772020750515231,2.051902533131314,4.080088547155501,2.523559774845313,3.7484594703176515,4.264227982478629,4.633280280264459,4.079451106958445,2.355536414941209,3.517497859997469,3.8037693961832284,2.7196205032002942,2.3702437236421723,2.5779415215481998,4.334339449150375,4.512149885764125,4.488282354604049,2.7350166394301496,2.866585241850479,2.286455726571061,1.7058503655100608,2.1642531160425915,4.307707056482152,3.953932396799342,1.1693813684414813,3.136363423179213,6.24507005004376,2.1265329050730317,2.910459960519844,3.2727551205097276,3.6137278673041937
3.2731238143255474,3.5737530418030836,3.7569685715944194,-0.7285275352579677,4.07988041254874,4.3455007810801,4.524014875348427,4.173642011227219,4.101912693977816,4.365878465958839,4.435273500173727,4.823742146259176,2.0594894052218784,4.0688667197733235,2.55099363259927,3.750756307415934,4.275554364703761,4.641190534315358,4.115879891285673,2.3714911000516534,3.5248888764771484,3.8139691053466396,2.732083056653194,2.378619775734643,2.6144718429722276,4.34462529511936,4.533722270438474,4.495331886565978,2.739548838590284,2.8750850947196005,2.282382405139267,1.7367806851044274,2.204485180699223,4.323735242471457,3.999484275605768,1.1999647628208059,3.201526174112421,6.266603685207196,2.162802732243319,2.9303584427048808,3.31485737404681,3.6274323613351167
3.280764439558593,3.579506207828391,3.750956106729886,-0.7260443928770088,4.071280231732813,4.334707174987258,4.525034503462336,4.171778608124828,4.12135357770567,4.370283742598898,4.4461245804474885,4.837757166613169,2.074874233084695,4.059370439845776,2.5446805315294054,3.717939184251728,4.280547448835495,4.636833891620004,4.106618753279042,2.3714911000516534,3.5201649278208222,3.8055507778906983,2.7473442344505195,2.3646205161806737,2.5877640495686753,4.35506284922637,4.514024714981707,4.495035174767532,2.7232671368503616,2.874873430810751,2.302585092994046,1.7485553779817917,2.1778443385436224,4.367800962234066,3.9487405677711505,1.1662709490257166,3.1797191477505065,6.259640163457938,2.1888458772639665,2.9375405528501597,3.28220058364742,3.6126491106139005
3.2878763460654765,3.593979985168151,3.7578496406105124,-0.7098076054313242,4.081072262622975,4.3455007810801,4.5333398445505475,4.182329770355008,4.14710550111793,4.3895785183218115,4.451460286281647,4.825557868185679,2.088144699458258,4.07617538100998,2.556015751413254,3.719969369719172,4.291828345881876,4.644716195887669,4.122599517939643,2.3821744825554694,3.5234150593975806,3.814630672875219,2.7485633100315976,2.383243010087874,2.608598116512439,4.3599223818631225,4.5223752049025645,4.494639365231772,2.751109680818858,2.9013969030450775,2.330200234051454,1.7846840627209268,2.183023077304336,4.371471166996483,3.9958125115125243,1.1724821431396693,3.2315945852232195,6.263402680364604,2.171995405511659,2.9394475597069514,3.295043306115329,3.635481445855266
3.2794198770327383,3.5930373640716113,3.7773864403835353,-0.714209761306028,4.079216117338761,4.332138570364139,4.522065187268865,4.169678489317761,4.130859381568997,4.370046339372167,4.45191873450562,4.822938292502544,2.0743015803708684,4.061362324512685,2.588057924501018,3.7135262892893506,4.284138146475756,4.641914811944488,4.119861801765128,2.37374949923822,3.5198688752427936,3.8253751654226718,2.7388718580258167,2.3758355760051844,2.6290069689909954,4.355575611006283,4.518919128901901,4.496518789719459,2.7472709387086787,2.914704483640108,2.36837286210656,1.7749594791976833,2.18817492099146,4.369068048967298,3.8526975166753505,1.1786549963416462,3.2378938127383554,6.25806680906179,2.1654378133609953,2.9526930532820437,3.2938826805375934,3.5859630774094367
3.286040294482792,3.5918573376750027,3.7761765746784652,-0.715191156475007,4.079871704393001,4.318996171808147,4.51169553979904,4.163115698922633,4.123503407924924,4.375142162585474,4.445479016582763,4.815107162149048,2.050143733785308,4.050645661686398,2.579531452026487,3.7056714979046697,4.281239006176476,4.632001652652943,4.130901492828975,2.36752607310263,3.508855251801533,3.845455735061481,2.723583809280675,2.3542283007870224,2.6720775590973527,4.3486328678404425,4.539826327632705,4.4912672757869325,2.7369615174193824,2.90694614730188,2.3570733180145447,1.8054349991130645,2.172638640773525,4.357349686061476,3.795039639650877,1.1662709490257166,3.2600177389118725,6.255329619145124,2.1338023762408858,2.9327584862405405,3.294463267817388,3.56671466499466
3.3050696197020755,3.5975073659321035,3.787184537137919,-0.6876057409135117,4.0738468730222985,4.324692628366979,4.534717154529976,4.167105266147972,4.120069153532442,4.370877486389808,4.46675690117867,4.819705134103706,2.0960234741245,4.063349987142192,2.583803919806559,3.714546386613936,4.287166383009878,4.63856063091537,4.117392153191531,2.4108421055524505,3.5204607799167995,3.863042836026246,2.735688998198586,2.34660196015868,2.671386219368722,4.35519108881297,4.539565341321275,4.500857569442853,2.780060789140106,2.8991272532724834,2.3646205161806737,1.8038539656579755,2.169502208173297,4.360036644078847,3.7796337999636913,1.0952733905921412,3.2554006113197893,6.254964125021256,2.1378682794443513,2.9236084977272014,3.2938826805375934,3.5783972234519212
3.328238156856707,3.5923296833971423,3.7856437964204614,-0.6943107438568084,4.069331427142056,4.324991528930138,4.5427603383718,4.170028678010552,4.127313352164129,4.373604176365396,4.463498802313316,4.8169625068240665,2.1043963570687114,4.062635568785434,2.580142974904057,3.712675583291272,4.290596447327417,4.649128443812535,4.117529450443776,2.405392455889179,3.5034530685908885,3.890595029953818,2.7242082203173554,2.356125878001209,2.6939512741434677,4.361706579604983,4.542430989105706,4.502725100845702,2.7923913308364643,2.8910383659384395,2.3646205161806737,1.8101630005320466,2.095636126104352,4.2886770693737235,3.8015382824776602,1.0952733905921412,3.2315945852232195,6.259338110746043,2.1187508188283743,2.9226402259324793,3.289809317015035,3.553978192285278
3.3408106573932264,3.6089441800282342,3.8059939313740134,-0.6251582053457119,4.088679551862826,4.305475947868494,4.542669057357205,4.174572118908263,4.145641833423643,4.409193503994098,4.480130728215162,4.818995000774681,2.12057003829579,4.070892909376797,2.598914495184618,3.7150560917686763,4.312006400870551,4.65182037836358,4.143427628021362,2.405938896844829,3.4934727041506233,3.903990802967194,2.727635342073151,2.3589654192190053,2.6932748974531537,4.386482938146354,4.561433014560504,4.518026936622929,2.816007287818112,2.8910383659384395,2.4051416744334024,1.795911084594051,2.12123554442093,4.324397477386323,3.8130862777829013,1.0952733905921412,3.2331731536365154,6.260534931678375,2.1228782560132395,2.938494611848169,3.29938423970081,3.55007984475903
3.3457016455121082,3.6268840831456277,3.8076712649109754,-0.6247094698092068,4.0994478538009504,4.317391368133968,4.5390208303926265,4.173060401225086,4.14090573239177,4.404842517080569,4.477720464740888,4.814517900009738,2.124663783523429,4.071318227055359,2.5953084101893853,3.7138668714313376,4.337421479164692,4.656022881159313,4.171409018692103,2.4439828652222526,3.496810495017878,3.909820569639,2.736819444439713,2.362739005037812,2.718000506775858,4.40494504961563,4.570122279214129,4.52650236686911,2.8564701842969358,2.900159474581992,2.4194788241023923,1.6353605198664263,2.1112963343592006,4.305010587905098,3.812644571559722,1.0952733905921412,3.2604015512033135,6.276543327010892,2.124250329344968,2.9346741187593715,3.317412812521649,3.5382916729043528
3.3515859574994726,3.6273427097541617,3.8148517427711632,-0.6215770539280928,4.096014576578471,4.325588860356206,4.5419407035187565,4.168275680271958,4.145493844597556,4.409193503994098,4.478702929701472,4.817436927595424,2.1311785954998523,4.085391178404882,2.596511812891332,3.7135262892893506,4.345492274336131,4.677561248432542,4.178025030917071,2.4585968383822903,3.495294677264349,3.9146196525823185,2.7531213339450757,2.3702437236421723,2.6333266603871603,4.399074194650189,4.5694433073490135,4.531286211243574,2.8604850848416996,2.893949575838069,2.4051416744334024,1.5952404858629652,2.087712908247951,4.3013587729581575,3.930255737729765,1.0986122886681098,3.2592497453854787,6.285422243326091,2.1306284122717933,2.9231240688258144,3.334565402866775,3.5322284548941734
3.3585243813784347,3.626194580933712,3.8026307151742795,-0.6332626594260427,4.0738468730222985,4.3207986676389805,4.542031482174977,4.177242335259367,4.139012301790206,4.41159017749885,4.478613749038794,4.815401632144455,2.1233010630163607,4.077675410048375,2.576468505703306,3.7136967344045755,4.353241326429232,4.692728339330913,4.174917313629907,2.4585968383822903,3.4879865490420983,3.900759785372513,2.7751112252699137,2.3960753943907034,2.6440448494364763,4.4044571803996515,4.574776337469042,4.537091470202897,2.8797600673151793,2.8976801196647624,2.4159137612711503,1.593289065279231,2.072829962965324,4.302306828721938,3.8113182810559643,1.118414897264793,3.2557861994764865,6.300260754510032,2.1486307395406796,2.9197304927920515,3.330934499777347,3.5587736710608517
3.3564244538212544,3.625505415835759,3.800270201790547,-0.6305537581782635,4.05644544953186,4.328174322009062,4.544397514348686,4.164995062446817,4.138937939547488,4.428207232042301,4.469193702769747,4.811591009459637,2.1314492166857777,4.079223475719938,2.5709317989995553,3.705156797966788,4.353241326429232,4.691867665857474,4.166842754107273,2.45704114720159,3.471966476244134,3.901568538272798,2.7992369890179916,2.3988039715231295,2.608598116512439,4.402869889589337,4.569528223813086,4.536806732159971,2.8684669571674872,2.90694614730188,2.408745278530987,1.6126320968204497,2.0842979989446606,4.295923956409011,3.810211735902633,1.0986122886681098,3.2492110424277065,6.2919865780987045,2.1676283861239605,2.8896566703999804,3.317412812521649,3.5473186717046037
3.364565716170932,3.633747439790251,3.809847347347532,-0.6233656930341334,4.061797428538348,4.330770783850578,4.56766378015786,4.160996574833243,4.153327127828116,4.445875709690548,4.480843474947023,4.817505291792011,2.141855001951623,4.089852856092627,2.5813648277554826,3.7060141090909284,4.363735403552779,4.725723293667796,4.1644866415520205,2.466338549723069,3.4725874156353305,3.9174084868105843,2.8028974238235445,2.3749057545736716,2.5877640495686753,4.412114465833892,4.572663340599609,4.548602498729159,2.866761887917216,2.9181559423051224,2.379546151790809,1.6221649966891698,2.087712908247951,4.286478914070474,3.8082168299314056,1.0952733905921412,3.263849175923179,6.287551295111038,2.1521926391163317,2.901597054762843,3.3284132891218485,3.547549262261882
3.3912339580464788,3.640337386149738,3.8022938642555464,-0.6314556860021718,4.05162631015733,4.329972520765904,4.6006768449259505,4.167105266147972,4.15336320908695,4.449503605057222,4.481200132899118,4.823249421603965,2.1488799976764636,4.078801120290014,2.5703150533102,3.705156797966788,4.357990037308138,4.7372247443821465,4.158835100469467,2.45704114720159,3.4610373939952437,3.9201895650676026,2.8031861612227034,2.3494686352131553,2.603430168913768,4.410781731379319,4.568509224878228,4.546724394545403,2.8558952932683437,2.9340404454362514,2.3418057694675447,1.6259529873393868,2.071675976779589,4.28661646665557,3.7830526414904453,1.0508215881519791,3.2665224521477003,6.290119861237525,2.163242431452289,2.8966396483340424,3.320245117443427,3.55168688758346
3.384973806388936,3.638977455540535,3.8267606417903104,-0.620866396668933,4.0562215689043395,4.335149926650549,4.5923088251680015,4.168392469255241,4.15138334989083,4.451696029993208,4.520239273834151,4.822035402749101,2.1518000611953556,4.076125138395116,2.5813648277554826,3.7061850894820316,4.352597827911697,4.749002243143332,4.166973545746917,2.460149950216861,3.468544459876764,3.9106220306245905,2.802801429371256,2.347558462283715,2.6224923459841123,4.420794488420105,4.574522664170178,4.541163912504521,2.8564701842969358,2.935236574233808,2.394252285000433,1.6575836392911423,2.047127616240182,4.292785475871274,3.781458659748762,1.0577903338842836,3.257711839846864,6.292873988104537,2.1737367572024704,2.9045603717467587,3.3387382671547887,3.563998997488227
3.359067906229322,3.636707088056975,3.8320080810804007,-0.6285155166016786,4.058232583110993,4.340201428033742,4.580281488271578,4.16792475891673,4.15336320908695,4.4663711244683135,4.516463036050412,4.817098060948981,2.1473726008642773,4.0684795704513235,2.588057924501018,3.708410602673354,4.357605856223198,4.73268980589051,4.16906353483987,2.4740211084756405,3.4781584698933106,3.909620142225533,2.816554002962165,2.3646205161806737,2.629728226075773,4.431895775864367,4.567404175959719,4.530617908320622,2.87807426870474,2.947514012124075,2.426571045816045,1.6575836392911423,2.0435709473391936,4.284689427013013,3.8077729671189537,1.0577903338842836,3.2607852162393964,6.286963620404362,2.169377352299412,2.9075144126076657,3.3381828993250946,3.5475115848284906
3.3716449791905783,3.6382969465505286,3.839178929608468,-0.6258090625850756,4.0475734232072424,4.355789355502724,4.5768562323801705,4.164525285875951,4.156070561062387,4.451038744765646,4.508435033567655,4.811454396356452,2.284568890178702,4.0637787210537395,2.5603892894117477,3.716414067675382,4.368941383530402,4.734506638730974,4.1530188856751495,2.473510721823174,3.4688559826008007,3.910021033336208,2.8349737350072357,2.369308685783754,2.6108047914376025,4.442170489084717,4.565957413477111,4.526598189145848,2.8992213647707303,2.9635237369821197,2.43711594927187,1.6465337657408565,2.053027287669118,4.276388349287916,3.799078242995355,1.007957923880542,3.2534704372048244,6.284030874231828,2.1597197424990555,2.94055904227812,3.325885363136182,3.5498272607991352
