AAPL,ACLS,ADBE,AKAM,AMSC,AMZN,AVGO,BAC,BBY,CHDN,CLF,CLW,CMTL,COST,CROX,CRVL,CVCO,CVGW,CVX,EXR,FE,FICO,FIZZ,GHC,GOOGL,HD,HES,ILMN,IMMR,INSM,JNJ,JPM,LII,LLY,MA,MGEE,MKC,MRK,MSFT,MTCH,NEOG,NVDA,PFE,PG,PRDO,PRTS,REG,ROK,STRL,TFX,TPC,TXT,UNH,V,WDC,WU,XOM
384843200,184750,6047700,3369700,54880,89296000,3454000,104569300,3850000,94200,3838800,89000,187600,2710300,1915400,217800,7700,56800,8130900,312600,3270700,215100,57200,76461,91808100,25364400,3003900,1505403,98400,19670,12889800,26542000,849900,5109800,9330000,88200,1266000,16375105,52423200,1222198,313522,716484000,34485510,9495800,914700,30300,778000,682800,54100,425800,130800,2897400,14341600,10312000,8662872,5540700,24116400
393075200,215125,4450100,2592300,63900,122850000,9078000,223150100,5675900,87000,2798300,114200,280300,2827200,2515600,438600,4900,28200,6791900,302600,2870900,155200,80800,76958,87376536,23205700,2014900,2717107,79600,15360,11179200,33249500,761600,4272000,6292000,65250,801000,15256050,53350500,2269646,158360,462668000,34328569,9139700,1085200,23200,637200,908700,25000,309500,174000,2617000,14972500,19955600,4792435,5668800,18907900
519447600,96275,14184600,2413000,72430,129306000,6454000,199123000,4151400,82200,2591700,98600,208900,2985800,2110400,106200,31000,38300,9507700,528000,3134300,245600,33000,86391,86417496,11698400,3211400,1227843,64700,7380,14766500,35340400,495500,5980400,11405000,66150,1031800,19217176,69742500,2799149,205549,457832000,41797108,10488100,1449000,90400,472500,722600,38000,245000,879900,2715300,6577900,14625600,3602264,5456500,22672000
413725200,129125,7025500,3040500,42710,200850000,8239000,109514300,5062100,143400,2577600,101000,173700,2688000,3414800,274800,32500,152000,8042600,680200,3457300,214900,40800,72820,95760144,9748600,2432200,808933,92600,9730,9591400,24248300,506400,5834300,9015000,106800,1065000,11182894,56825900,2579573,212347,397784000,24701544,8766300,718700,34200,539500,852700,28800,332700,3633100,3081000,6306100,17354800,4395403,3847400,19335600
237585600,32175,2658300,1806000,14140,85432000,6268000,54441000,2930800,87600,1120600,17800,115100,952900,1069800,51000,8300,33000,2789700,148600,1241300,92000,47400,23170,52391556,4182200,1068200,370080,24600,6420,4638800,12819100,192700,2807800,7351000,43800,630000,7456101,21356500,634913,46788,143104000,17370025,3916500,220800,7300,165400,324900,25800,60600,501300,984400,2972200,4349600,2283630,2251200,7324600
445785200,84850,4553500,4357500,76510,193900000,10205000,144663800,7143500,117000,2594300,75000,127500,2350200,1587000,196800,10300,42900,9070100,497500,2158600,163700,683000,79275,114273612,11838700,2695000,1156500,66700,14520,12019300,30911400,830100,5126700,8736000,83100,1403800,13967220,56603600,3624920,144764,468192000,41191269,8433700,765900,37200,468500,689000,20700,320500,674100,2845100,10899000,21576400,4743881,4562100,20021200
501858000,352650,5831600,5057200,77480,135244000,54355000,267119300,8533300,213600,3373200,272600,334000,3305000,2052700,173400,36700,64700,10366000,1321200,3678000,462400,927400,115519,284411304,12889600,2607800,1630922,69700,21220,12633500,33716700,1085700,6176200,15648000,168600,1505000,40543452,75282100,6371189,529468,720936000,46149706,17675200,925300,102300,863100,980200,67000,672700,553800,3818000,12039400,18542000,7290259,4707300,27524300
461750800,249825,6306700,3984100,50480,115402000,16522000,289105800,7364800,325200,3406100,144600,376500,3038100,2336700,174000,16700,106700,10629600,1144000,3319000,244100,125200,108568,150013836,17102400,3238000,1476928,146100,19840,15364700,33157200,915600,6252100,14105000,130500,1292200,34710598,74123500,3293631,569458,626536000,47275589,11598600,878500,38600,910500,901200,52500,553100,694500,5629500,11012000,22343200,4338911,4703700,26590200
462837200,477100,5769700,4186600,50990,110752000,19060000,284454000,5157700,145800,4866000,90200,258500,3288800,1971900,175200,16400,86500,10799500,1016600,3497900,185100,123800,120981,101814084,25843400,2486900,906593,69300,439180,10160400,41526000,630400,8527100,10802000,55650,3483400,39504255,91759200,6109939,277931,529316000,35408919,7866500,729800,70500,788300,734900,43500,844800,543300,4114800,8600200,26758800,5608859,4564500,21274800
342092800,242700,4868200,2793400,51030,98150000,26279000,164553900,6065800,253200,4270100,116200,337700,3092300,1013500,103200,20000,71300,6724000,274900,6350400,179300,213600,128594,105142752,16353500,3369400,636640,73900,150330,9882800,30070200,321700,16305000,7642000,32100,1928600,11352774,52622000,6017136,303124,606044000,43788219,8971900,725600,45600,561800,538700,53800,810500,254700,2407500,5383200,20678400,3257358,6861400,19457100
448481600,253600,6059700,2370300,39710,113084000,8971000,132238800,4256400,285600,2873400,104000,372700,3366000,962700,164400,1800,35100,5184200,682100,2304300,183100,503200,62394,83668248,9357000,4098500,989964,46500,59460,8989000,25364500,406600,4658500,7605000,66150,1700000,11176082,36264200,3868659,220745,438424000,56194537,5849500,381500,54600,505500,654400,49200,1569400,331900,4188900,5179900,18351200,2377431,4549600,15985400
391454000,392150,7598300,5469900,59420,101542000,117381000,215071600,8477500,320400,3053000,164400,365500,5115400,1398800,210000,22500,60200,12560600,1607800,3659200,207400,395400,81923,121566312,12615800,3977300,763084,68300,67330,9528800,40908200,977400,15330600,8389000,197700,4852600,19084394,57860500,4092437,306723,1026812000,65821878,9882400,726400,35700,1159100,857200,60000,2147800,373300,3765200,8523900,25374800,5738645,4667100,23694600
321935600,223250,4880400,2578300,46030,74538000,49077000,235158100,5079100,327000,2549800,214400,384000,3691400,2619000,154200,33200,63100,6918300,1638900,3172200,144600,265600,43361,70205724,11406300,2692900,536616,127600,86060,7871900,38115900,429100,4641600,8361000,98850,1458200,8952750,41666800,6500763,343514,613252000,45157681,8344500,1582800,68200,1025300,568300,38400,496300,336400,2251400,5753700,14308800,4325152,8358600,22654900
294151200,970325,10393700,5904800,51780,91110000,34051000,328639000,4540700,298200,2129000,131600,1689000,6777000,1935100,148800,27100,51200,8076700,1206000,2519800,287600,155400,140510,74681244,15158700,2170300,1049485,140000,170890,12965600,43001900,257200,6603700,7740000,108900,736400,9241054,47148300,3619317,337116,942408000,33414962,8541200,798200,212100,638400,726100,35600,379500,262400,3402200,8309700,14858400,2587391,4518500,17971600
262511200,500000,5346100,5625400,47530,71310000,14052000,224667700,6377600,397800,3217200,115800,772400,3555900,1412700,189000,33300,36300,7406700,1242200,2371000,254900,278000,84240,68119812,11475700,1862700,889014,112900,50650,11457300,28449000,333800,5813300,8104000,101550,875600,12588576,37625800,3296082,236341,451900000,45247798,11510100,1344900,57100,774900,726500,60900,619100,345200,3229400,7979300,23734800,3327345,2813400,17699500
439815600,329325,8839200,3617800,306420,84050000,12177000,189201500,13240100,143400,4691500,83400,457400,5797100,1458200,73800,22100,19800,9910500,1234100,3881000,200600,544400,127766,95844060,12755700,2593600,1039719,79400,83810,13672100,35730400,303500,8563300,13835000,114600,1183200,19718330,47943900,1828744,531867,609108000,49822475,8783600,882600,138100,634200,1247800,34300,331200,251800,3822800,11122300,40988400,2653012,3507300,21170500
351008000,256075,6546500,3682900,118910,73706000,9460000,161365800,64707400,221400,2995400,157800,452800,2682500,1284300,192600,14200,30800,7331300,1664500,4330300,139500,435800,129421,65666268,11134100,2801600,1466031,1236000,71080,13491200,34010800,427700,10706900,7172000,150600,724400,17262866,64070500,2893703,290727,755160000,55037456,8626100,1105200,87500,711800,1183100,45300,357300,1007700,2503200,8351800,24787600,3450781,3681900,20625900
417312000,186500,6462500,3480200,90380,116210000,18005000,160612500,20743800,242400,2421500,122600,292200,3522600,2638700,158400,16800,73700,7608700,1836300,3701800,229900,117600,91356,86621292,13972800,2479200,1929556,351800,69520,11534100,30264000,991000,9004000,12579000,94200,1204200,15964184,69634200,3587449,650637,624176000,40819101,11074500,610600,73100,845000,861300,64900,461600,466100,2601000,13520200,45802000,7820782,6508700,20979000
322030800,686275,7665700,4307300,210790,82430000,24425000,309278400,12907000,551400,2497300,116600,513900,3449700,2186200,250200,11400,75200,7796700,927400,4607400,218400,220800,73648,63812124,11193300,2876800,1772889,126900,58240,11141100,37123200,367200,4629000,90628000,113400,1314800,10479476,57680200,4477307,618245,631872000,37704215,14337400,559600,64200,724700,845900,50400,181200,247400,2135400,10177800,202230800,3771212,7573900,18513900
386929200,577075,11646400,6730200,254410,90146000,36401000,154544200,12153700,556200,3032800,272400,635500,6457100,2628600,434400,248200,157300,10832800,1240800,4119700,484600,334800,85564,123360516,17797200,4451200,2721424,184900,70410,15961000,52004800,582700,8493700,63476000,180450,1764200,19634385,87456500,4367344,1028143,593156000,54946601,23534700,977900,118000,1062000,874500,214100,281800,616700,2878400,18279900,167890800,5837208,4248400,36761300
385610400,258300,11973600,5623000,120440,174706000,14602000,113899800,9659400,290400,3456900,124800,322100,2631800,2881400,163200,75000,41600,8029800,517700,2707000,250300,148800,101121,78853068,8956500,3171500,1094923,170400,69250,8907000,22978200,323000,4608400,27406000,77100,1057000,11236132,52811000,3684104,293127,344088000,41833049,10616100,876300,31600,525100,644600,28000,194100,327800,2016300,6407700,64190800,4509181,3712600,16045800
256354000,498725,23465600,2803200,84680,102220000,14950000,163167100,12054200,555600,2293600,77800,297800,2200500,3168700,102600,37900,55800,5962500,335800,2734200,178300,99000,76792,75104820,7002600,2219100,1162565,497100,279500,7908200,30757800,229100,3793700,32115000,76500,1031200,10432002,38153000,2543503,466283,466952000,53286235,8193900,592500,160100,680000,653400,62700,150600,284200,2166600,6873900,43468400,3201263,4234200,21772800
265921600,303700,6343500,3235000,67750,51562000,9600000,240618000,5949700,204000,1705200,57400,178200,1947900,2994900,103200,15600,91600,4262400,818400,2258100,179300,39600,55939,48251700,6448100,2134700,714974,84300,202330,8850100,47280400,133800,2846700,24424000,76800,1042000,9043297,42252300,1283483,513072,477988000,37572465,7083400,643400,106600,498100,512400,76100,301900,348700,2833800,5115000,23286800,3607027,4301600,14606600
223157200,174675,3027200,3557800,60460,67164000,5885000,183718500,8930700,120600,1331300,30800,163100,1379400,5484700,93000,11700,24400,5095600,799700,1854200,83400,71800,72986,44387568,6238800,1586600,397733,73000,96430,7229500,18927900,150300,2913600,12985000,36300,892400,7592865,24902500,1353173,337516,273784000,22874224,5950800,563100,9200,432800,385800,21100,192600,232700,2074200,3808500,16600800,1785124,1990700,11390900
249816000,152075,2920300,2025000,39040,44988000,13311000,116011000,4468700,86400,1313300,107600,231100,1155800,1434800,142200,22300,11700,3138200,250700,1611600,79900,111600,39720,48275676,5111100,1196600,352090,52700,61460,5163700,17203200,84300,2002800,14670000,29400,640600,4548110,21652800,1808083,286328,255500000,20816816,7195800,428700,86800,548700,354200,19700,106800,146400,1309900,2810600,31037600,1600962,1627500,9757200
175924000,108425,3748400,1258900,45240,39500000,5836000,119303600,6091100,175200,1525900,99000,255700,1974500,1980100,100200,7200,8800,5058100,743100,1804700,95900,69000,73979,42549408,4081700,1523600,471338,97700,48770,6354200,20386600,177100,2617900,9294000,50400,479000,5679846,23042200,1322355,256736,194260000,31563084,4648400,427400,306900,580500,259700,39600,159600,242600,1646900,3082900,19129600,1511528,3152700,14423400
163139200,191750,2662600,1099500,49910,62402000,6296000,74986200,4264300,181200,1354100,99200,120500,1526400,1320400,74400,3300,31800,5301000,280900,1468500,120200,95400,89039,40727232,6126800,2713500,655144,66400,59760,4968700,13637400,140700,3177400,6478000,57900,602000,5243144,19502500,1356675,229543,177660000,25014582,4916400,741600,39600,492200,277200,39800,99000,174700,1798900,3593700,12998000,1608503,3001500,11797700
157494400,164275,3435500,1767000,58310,39224000,6815000,88176300,6480600,174600,1768900,208000,204000,1424800,1377700,316800,9900,28300,4156500,360500,1508200,97900,59400,36410,39540420,6563300,1830300,510813,1492600,38620,5770100,12901900,144400,3176500,7649000,40350,808400,5359158,20786100,2280152,181954,174488000,31459265,3819900,373300,116600,404000,238700,81700,88000,142900,1249800,2865500,11019200,1458740,2644000,10790400
193508000,153600,2841300,2238900,45770,69038000,6177000,63036100,3571000,78600,1353500,109800,170000,1304200,1942600,90000,9700,46100,5152900,410300,2019700,187900,96400,80433,61510428,5411300,1286900,780046,856800,25260,4981400,12199700,184100,2979600,3826000,39750,551000,5755406,24752000,3087713,342314,391252000,25123776,5245600,927800,22700,601300,302600,45300,158300,201100,1457800,2828000,11102000,2643354,2496800,15273700
445138400,298500,6245500,3595600,111970,106628000,14436000,354322300,10427000,210600,4181800,113400,267700,3405500,2319000,208800,15400,126000,7802300,481400,2439200,190300,150000,46506,94513392,7464300,2124900,1236581,259200,48130,14894800,43278500,147400,7491700,19272000,59250,1023200,20498356,53443800,4080180,884179,817448000,34091103,10004000,792200,17500,597100,2600800,41700,280900,305900,2812500,8212400,25710000,4053540,6270000,23320700
309080800,307250,8038100,4083800,84190,100636000,16262000,218978200,11074200,186000,7369800,265400,417800,3966700,3096000,52200,23800,38300,8513900,734100,2582900,191400,110600,76792,72907020,14359700,2724200,839054,135100,33790,12346300,40036800,351700,7729300,13638000,104250,1052000,14594553,54405600,2616694,1828743,651384000,44323019,11333200,810800,43500,799500,1925600,104600,196200,455500,3794400,6724300,18138000,16758441,4418000,20028500
255519600,745100,7143500,6109200,85160,68376000,9537000,246151200,18620800,315000,4016600,135400,348500,4270100,2531100,478800,9900,50700,6659500,711400,2783800,177600,191000,58091,101190708,11479400,4138400,1234011,62300,26150,11837900,50032500,338700,11609100,27856000,63600,1513000,15217274,58998700,3664143,1176506,1428216000,68371926,7459600,658000,139200,1074300,1174500,60800,263300,400200,2477900,7528100,38512800,7692319,8205800,16550800
300428800,486150,6230900,2396600,77770,63594000,9598000,241658500,9125800,287400,2945200,97000,220600,3280400,1933000,105000,16200,102600,6220800,542600,6964600,177600,77400,79937,82229688,11526700,2872600,1475283,90100,20170,7606000,31606200,189500,6037400,15872000,49050,1453400,12565834,88026300,1793374,778205,3493312000,123138820,11585100,573200,53500,935600,797500,55100,345600,233400,2610400,7157300,28358800,4463405,6778200,22525300
311931200,373350,6828500,2754100,106990,104434000,8774000,392328700,8874000,364800,3686700,115000,213900,2342700,2914400,87000,27900,49600,6346300,1195600,6933800,245100,80800,53126,83963952,11735800,2739900,1154547,68300,21190,11084800,69579400,229200,8366900,13989000,53850,1630600,13365668,73762000,2850278,551062,2579984000,137753584,11940000,654800,30100,773600,797700,51800,302800,334700,2486200,6437700,28248400,5992793,4319400,19297700
448560000,310325,10377900,3174300,80490,67518000,15385000,185382600,6448000,174600,2399400,153400,157200,2073200,2641400,93600,15800,30500,6848700,668000,8646300,299000,43200,169472,63104832,9825600,4777300,856016,171000,21520,9775000,30098100,363000,8807700,10565000,86550,884400,11238438,57573600,2001393,455486,1750348000,118517241,12253700,2860400,53900,762300,1455100,46100,424100,246300,1568800,5725300,18202400,5702792,4707200,20766400
444108000,376650,7110600,2938600,104350,56284000,13549000,212239400,6378600,76200,3704500,111800,147500,2065500,1717000,198000,6800,26100,7838900,498300,3661600,335000,62400,188670,57514428,12408600,4838400,793308,133900,20920,7372800,28067100,202900,11646800,8972000,73050,1156400,10725861,50298900,2942731,420295,2711088000,34342482,9624200,2169200,19500,448200,1314500,37300,389000,265600,1512400,5569100,20593600,4999485,3171800,15805400
302590400,659575,7319100,3466300,99670,53582000,15599000,204060800,5353500,673800,8347700,108000,167400,1629900,2253900,147600,30700,33500,7845400,608100,2764800,225600,100000,126608,65242692,8963300,3760100,5744464,105200,13270,8312700,44296900,270100,11675100,10265000,89550,938600,13507567,52631100,2274899,509872,3431896000,28908690,10150600,1374200,18800,562100,1704400,26900,428300,233000,3104400,5872400,18545200,4972363,5701700,17363000
296780400,940325,7594800,5018500,53770,67340000,9645000,158944400,5355100,103800,3332700,73800,200700,1923100,2005700,317400,37000,18400,5721900,350500,4186500,151400,29600,44023,53306640,10713100,3082300,2434612,95400,26720,9489700,42133000,114600,4218000,7222000,76050,1158600,77860531,67077600,2284355,350312,2695192000,48375016,9899100,812200,50500,828300,1178200,19700,205800,208000,2642100,8618200,28109600,4577448,3308200,20438100
308840000,656675,5767300,5311800,72540,73256000,9776000,282493800,4905500,133800,4318100,147000,159300,2454700,1923700,285600,39900,32600,5557900,679100,1917000,216900,33000,17047,94529376,13844200,3047700,2249367,138600,30920,11274700,86983800,136300,4993000,10951000,150000,1479600,43755467,62688400,6206244,315521,1595352000,31712857,10947000,1120400,55800,699100,1354900,35800,196700,113900,2288800,10560400,25165600,4241141,4307500,23478700
1880998000,209850,5722100,4114000,70430,77924000,100182000,198400500,5361500,119400,3449000,105000,187000,2416600,2313400,93600,40800,22200,7733200,894700,2519600,231300,28200,34921,144535320,10765000,2690300,1701957,95300,187930,13944900,46237700,263100,6273000,6672000,76950,1661800,61805800,53322700,4472054,301525,1813348000,32992308,12395900,1487200,180900,902000,903600,30300,565300,200800,4135300,6738900,19341600,6865312,3512400,23883600
1135612800,474375,5899200,3022900,82750,77648000,29795000,247013200,5314600,190200,3809900,163600,291500,2310500,3394100,236400,28000,35000,6069900,855100,2420800,166300,70200,46506,136107756,9110300,3046500,1008879,109200,68960,9596700,44989200,378300,6668300,12053000,76650,1479000,31174437,50005900,7786697,525069,1197896000,40238558,11763500,1393500,209700,742600,1367300,29100,453900,319800,3087100,9424600,42852800,13160939,3922800,21844100
764789200,276175,8531800,5464600,60980,114198000,20963000,245219600,6499100,225600,5202400,130000,215400,2306800,2432400,1036800,27100,110100,6513500,1051400,4235500,206700,61400,160039,219212568,13483000,4155600,1194330,85300,29800,11518600,46977700,530300,6900400,29098000,76800,1475600,22645184,58613600,5406738,948563,1111408000,53150269,12492800,1402000,143600,487100,3972800,83600,253100,253500,5685300,11293100,81365200,9911519,6738900,29121600
754401200,245250,5714800,3797000,107380,136124000,12490000,291812600,5102300,344400,4214100,92200,242200,2182900,2673800,114600,52700,49900,7427500,756600,2848900,234000,87600,31611,355819824,11886200,3841400,1076316,182600,49910,12932200,44767400,318300,5620200,7896000,86850,1870200,21779850,58080300,5040078,1128918,739244000,41885117,9554100,735900,54900,538300,2075700,126400,171000,175800,4746600,7384200,24783600,8091468,3459200,25084400
574683200,165925,7387900,3827200,100590,112006000,21495000,225424700,4624200,207600,3198300,84800,216700,2212600,2417800,220800,21700,35200,7282800,363000,2566800,292300,62000,55608,183784032,8884200,3357200,947610,54700,18110,11373000,27826800,269900,12259000,10130000,55800,1502800,20575908,52047800,5593394,336716,2056900000,66197208,10568200,1166900,67000,402900,1498800,52000,491700,224200,4568100,7604100,22922000,6182114,10278100,24871600
546868000,365075,8191400,3775400,72120,93020000,14548000,303642100,4135100,92400,4456800,111000,470700,2820000,2341200,385200,37000,42200,7423200,535400,3628400,313300,43600,89039,145726128,14228300,4934000,1223937,79300,15190,28056700,36022400,328400,6893300,13369000,40800,1572800,34185760,42436600,7929929,1015746,1086856000,74160705,11064100,641900,48900,504000,1608100,89900,405400,289200,6075300,10000100,30279600,5857847,4534700,21626300
506875600,427500,5913500,2702700,74310,75244000,15209000,145810300,4559600,194400,5146800,212800,934900,2093700,2957300,100200,48100,40400,8832600,842700,4629700,445300,38800,33762,81442476,14228300,5064600,993973,56300,47810,20262100,25639400,534300,6617200,6900000,58200,2698600,27418195,74628800,5922933,897775,1074660000,57341711,9499500,1799000,49500,348400,6058300,28000,169900,252900,8315300,8937900,17839600,9171565,7469700,25555400
285026000,248100,4679400,2677200,79360,291888000,37302000,153086100,4745000,291000,3365900,95200,578700,2854500,2397000,153600,9700,36600,6301100,868300,3143800,525800,27400,43196,80687232,10722100,2928200,1001169,55200,24690,11219500,26740900,313900,9754600,5775000,38100,3078200,16217695,146938600,5242844,359910,657396000,45091069,23967100,831500,50400,490400,2257000,60900,270900,130100,3445600,13558000,19417200,7830440,5987300,17003500
592057200,605400,6506700,4488400,81260,398164000,13722000,226452500,7215300,267000,2877900,165200,735600,2426000,2174400,250800,47600,65500,12444700,1922400,2836700,484700,133000,55774,169074756,12588000,6961300,1535729,130500,57780,15298800,38593900,467500,17586000,6191000,103950,2733400,16927191,141249400,5256502,379905,1094796000,49325408,14927400,1088500,110100,615400,2218700,82200,214700,211700,3592800,7767400,25048400,8459659,8038400,26300600
377246800,323850,5390600,4495200,99250,134362000,13104000,118000800,6027400,248400,2698400,167600,366000,2309000,1268800,327600,36600,41700,11167900,890400,3309700,397300,193200,57594,112083804,11189800,4187500,1267318,127100,10630,19056200,23574500,587800,5704100,6239000,101100,2166000,14836431,65029000,6250370,383504,750160000,44307103,12568400,806600,128700,591200,1558600,35400,627600,128400,4675000,7320400,24602800,5692604,10924800,34514400
426633200,568450,4738000,3375700,326780,101718000,15835000,211978400,7664400,246600,3451300,131600,678400,1997700,2014200,361200,18100,61300,9948200,968300,9415500,313600,77000,50643,109702188,9623200,4082400,866604,96200,17260,14780500,28255500,487600,6232300,9623000,66150,1462400,22434012,62810700,5667287,348713,654104000,141769535,14623900,538300,90300,668200,1675400,35100,282800,172700,6211900,9074600,25448800,5037852,7929900,40829600
258955200,2826975,3046100,3153100,130730,90950000,11300000,140312700,5262000,79200,2978000,131000,310100,4454800,1141700,86400,19800,35000,6607800,464200,5828000,334900,30000,24825,70357572,7782400,2555000,1095745,49200,25540,9994200,24104900,815500,6754000,10310000,19650,1394200,14453492,45824000,7319530,161560,1606616000,77096200,11626100,651000,34000,952100,1730900,23300,189300,216900,4042400,4285800,27162400,10707436,10971700,18176900
393797600,1084350,3043800,2100200,123270,73578000,12326000,145885300,5295100,183000,2963400,63200,140600,3780100,1914300,163800,10200,32100,10500300,589500,10156500,277500,44600,31776,59744196,5664700,2533000,841829,98300,22060,10078900,23322400,580100,20017900,18662000,36900,1339200,42170367,60340100,10390784,345114,1030776000,69004221,8546700,426200,49100,1302300,1046000,41700,166300,182700,3479100,14831200,33462800,4383496,8134500,19647700
321840400,2041375,6534800,4122500,104420,86956000,25500000,141015200,6268500,202800,3339600,69200,194500,1874300,1327000,140400,14400,28100,10529700,636900,4147800,168600,39200,60904,61969968,7559900,2892200,1261150,62300,20760,9725500,38172900,949200,19844100,7830000,56400,1432800,26485894,40412200,11312861,204349,872900000,46017851,9827300,518000,64800,995900,1280100,42700,208700,122100,2914300,8338500,28833600,3265429,5072400,16558300
485021600,1145850,3679400,5094400,77080,105094000,9762000,149423500,3586100,85200,2259600,92000,167300,2447000,1431900,260400,15600,30700,10256500,860900,1921000,206900,54200,55443,71912016,7046400,2045000,965395,76500,27820,8217000,36790900,544300,21207700,6289000,27600,956800,15175354,68980900,6469945,197950,934236000,42916350,12847100,290300,52100,1198500,1406400,38000,194200,148300,2901600,7114100,22240400,3950875,11767100,15304300
381040800,544100,2074900,3398900,57110,155898000,34684000,158426200,6672800,130200,2160700,56600,81600,1771400,1171500,112800,18600,21500,5710500,435700,1354500,191000,65400,30287,67728204,6137400,2387500,1651482,79200,27400,7867600,28649500,405200,7706300,5801000,62850,1579000,12437874,34904200,4581667,187953,1076584000,26593052,8193700,482300,20200,819100,1987000,39300,179000,120400,3816700,5618500,15376000,3420617,6982800,17463500
482745200,428375,4327600,8526900,99420,166254000,42916000,150179100,8441000,108000,3785600,32800,181000,1746000,1861400,249000,159100,14400,8242700,281800,2817700,227500,125000,36576,73626300,6812400,2984100,2487863,96900,35890,8541500,33491000,515200,6415500,6012000,32700,2235400,14831610,52905100,2474163,319520,1277520000,35920952,11019900,364500,15200,658400,1341100,23700,679300,193200,3047900,5232500,18674400,4280963,5687100,15890900
928550000,459675,4010800,42330100,47230,106628000,35043000,132240800,6754600,139800,2499600,60000,368900,1938600,1400200,348000,29800,26100,7286200,397400,3231600,231200,121800,50312,93282624,6009500,1790100,1172537,37900,59280,8627500,22688600,426500,7107900,7186000,34650,1805800,11355394,76672400,2850978,375906,1042352000,41079650,10977000,758500,13900,947700,1949000,51500,307100,210600,2750000,5457200,24752400,6980545,5669600,21050500
367572800,329725,3113400,13459600,46960,89758000,27725000,156195600,8354800,138600,2396000,60000,124100,1678200,741100,133800,12200,16100,7324900,486800,3847400,164600,91000,38727,103492404,10053400,2590000,3997481,118300,58480,9630800,40812800,361700,9101700,5565000,56550,1118200,11196832,83939700,3299935,192352,1359276000,44159227,8951600,666600,18500,3336200,1681100,13700,268300,103100,3832500,5051100,17280400,8020291,4121400,15993500
310416400,398975,2746300,9759500,45110,81226000,25997000,112571100,7955500,85800,4144100,38600,119400,1220000,704500,236400,16100,17500,6994000,351400,3401000,45600,66400,32769,85034880,9070800,2371500,7189729,94500,29680,8130800,28699200,204800,7215100,11144000,37950,1206800,13018990,56766200,2545254,215946,1287828000,37640237,7093800,380500,10800,741400,1701100,24200,128700,166900,1963900,3752200,28970800,4842312,2950500,33108300
284174800,764350,3145600,8806300,41430,77818000,19788000,109532300,10533100,111000,2837100,157000,160100,1460200,1085300,229800,6100,93600,7626700,1257600,2327400,109400,99600,54119,83596320,6538400,1559400,3383354,99000,35770,8572800,35972900,238700,6143500,6887000,30900,1648200,17764858,44116500,2820861,500275,886980000,39293015,11785000,321100,27100,699400,1395600,18000,314500,134200,2671100,4392700,15855200,4590281,3769800,25684600
481157600,432075,7727900,6936100,51730,92564000,12605000,132821900,9410600,57600,3842800,56000,210900,1435000,989200,410400,14200,21200,6786600,817700,5245600,216400,40600,54946,67292640,6801500,2651500,2797702,266500,36010,9426400,44327800,262800,5705000,8418000,59850,1119200,14758146,70817900,3144796,283929,1318364000,39449744,9851200,976600,17600,579600,2181900,10800,366900,136100,3031100,4993700,20147200,4624017,2980200,16673500
530583200,342975,4395700,4110900,40850,68510000,34387000,103495400,7775200,109800,9737900,197400,147700,1360100,1658500,238800,15000,39300,6616600,414200,3709800,2331800,52800,77620,59092848,8196500,2278700,1002094,351400,19670,7133700,22932600,262500,4189000,14951000,50700,819200,11475600,57207300,4487113,345514,3470096000,45039317,7364600,808400,25100,381100,1388300,41300,283600,118900,2581200,4823300,23475600,4003663,4210000,17853500
816057200,583600,6779700,7037700,55220,83572000,15639000,98369000,8430700,153000,4636300,133800,223700,2130900,1856900,209400,22900,73600,8860500,464800,3591800,1062100,76800,73317,128587284,12894800,2870100,981329,243500,24020,12393000,23844300,261200,7277800,8877000,83700,1213000,17840418,68667800,2722455,550662,1394412000,42730636,9093700,2992300,26800,921900,1150300,39000,252300,115600,3203200,6034900,26009600,6329100,4388900,22839500
872555600,365675,6549600,6674500,104940,112742000,20118000,187522800,7324800,131400,5444800,163200,337300,2115700,2106800,117000,25900,79400,15723400,576300,4166700,637600,89800,59084,145450404,20604500,4140800,1140463,189800,34730,11050500,44561900,541300,7829700,6916000,88350,1019800,18610174,60889000,5018366,531067,1396648000,65314483,9437500,763600,51000,1443000,2383000,49500,222500,193600,4635400,10738900,31588800,9076574,5131500,32580400
671854400,673100,4734100,7340600,79640,109640000,33272000,196355700,6037100,184800,5253300,290200,452800,2783600,2275800,219600,16200,27100,17174700,688700,3157600,265800,72600,172782,115468416,15127800,5061000,2203107,177000,76830,12100300,36264800,552900,5926600,8440000,117750,1450400,17581458,60234100,5584289,375506,1491604000,45480943,11711100,1142200,28900,1158100,2249400,42200,338400,255200,5117300,7102200,28714800,10941607,6918800,38624600
499900800,352375,3965500,6605900,59520,93130000,35331000,201697200,5910400,217800,4613400,205200,274700,1848000,3717400,261000,15700,31200,16467900,903100,4568200,406600,148600,165831,108359532,9342800,4133900,1898305,185100,39210,11766700,31926900,694100,5576500,9580000,124050,2420200,14612159,64494200,3313592,400300,1246120000,43008048,15218000,1076000,73400,831800,1875200,68200,178200,311900,3059600,6313200,19613200,7251098,9091200,28577100
380018800,286775,5620300,6491500,56430,83828000,19132000,126869100,4343100,60000,3504400,128600,136800,1818100,6226500,147600,8500,40900,8516400,704100,6562600,410300,43200,67524,77218704,9723700,3500700,1448452,75600,12670,11863700,26782100,443500,5821400,9826000,89850,948600,9403180,53006300,2224821,191552,775652000,32831468,11370400,933400,93900,653500,1229600,31000,471400,318700,1913400,5498700,24869600,5660323,5078100,22230300
