AAPL,ACLS,ADBE,AKAM,AMSC,AMZN,AVGO,BAC,BBY,CHDN,CLF,CLW,CMTL,COST,CROX,CRVL,CVCO,CVGW,CVX,EXR,FE,FICO,FIZZ,GHC,GOOGL,HD,HES,ILMN,IMMR,INSM,JNJ,JPM,LII,LLY,MA,MGEE,MKC,MRK,MSFT,MTCH,NEOG,NVDA,PFE,PG,PRDO,PRTS,REG,ROK,STRL,TFX,TPC,TXT,UNH,V,WDC,WU,XOM
493729600,128675,4710200,3015600,86230,151998000,5387000,180845200,6433800,265800,2749600,219800,129800,3280200,2174900,154800,13100,207900,10173800,774400,1840900,304100,526800,40879,78169752,13120900,3729300,1843924,148300,45680,9506200,35460500,379400,6067100,9321000,53550,980000,14563532,38409100,5840636,246338,800204000,54898644,9190800,1264900,49500,1354400,904000,73100,288400,323400,3630600,12199500,20180000,4125379,4277900,27809100
601904800,85975,7108800,5421900,106840,177038000,3011000,209521300,6979200,252000,2086200,501600,173100,2775800,3374800,147000,16300,115500,10593700,642600,2922100,205500,320600,46175,120067812,15594300,3195800,3124812,333600,51170,10673100,41208300,333600,7517100,12906000,272100,1097400,15452550,49749600,7711404,316721,728648000,45714931,8649400,1538200,21100,1044500,964900,122700,205900,271600,12121100,11180700,25833600,9325695,3914900,30174700
552160000,382900,5336400,2863900,87960,143576000,5331000,205257900,4192500,252000,3854500,198400,200700,3722900,1912400,113400,26500,85600,11014600,1144200,3426300,209000,319000,60077,158988852,8833200,3545900,4179540,126500,42380,13171500,27729000,527200,7661600,10785000,84900,1175800,15971415,58182400,5409539,259135,649168000,43640975,9908400,970100,17300,1384300,893200,110600,303400,289600,5598300,9761100,16254000,5286840,4207900,35044700
477131200,276925,5576700,2919400,60250,220604000,2718000,320868400,8762000,247200,2706700,191000,256700,4527600,3720100,92400,10100,43700,9626900,595600,2327700,182900,305400,76296,256315428,12058200,4994300,9313680,79800,49930,10901600,44864700,469100,5997100,11273000,62550,1399800,12488597,50559700,6732595,174356,547792000,41557112,8972800,657600,20800,985400,673800,39100,110100,384800,5196100,11789800,27841200,4797860,8256900,27192100
447610800,279975,5429200,2106600,89660,196610000,2899000,220104700,14177900,136800,4279700,177800,611700,2348300,2411400,95400,17900,91700,5624300,412000,2286900,240600,205200,54946,188783028,15609800,2164400,2756685,67300,60730,7898000,33110100,361200,5624400,8635000,51150,1332600,11283921,51197400,3877414,194751,478168000,32049716,8464600,1719900,55200,1042700,664400,36400,66600,309100,4104000,7228700,11907200,3336209,5673900,24891800
462229600,123300,4901400,2898800,37440,175588000,5127000,168991600,9568900,181200,4113600,117800,389600,1830400,2202700,110400,8000,90500,11916800,453400,2026900,131200,201200,27804,288227484,23670500,3038200,2277020,271200,115600,7975700,31878700,250300,4793400,11171000,34200,1019800,10041726,68754700,6809289,252337,556612000,34199665,14774600,1566100,206600,1167400,1416900,43200,448700,208500,7214100,7206900,12912000,3688392,5324200,30685000
594459600,142675,5073900,3250300,74510,181926000,9167000,223486800,6770900,315600,4646800,204000,345500,2113300,2838800,87600,12900,67000,12175200,567000,2687400,368500,181600,27142,193937868,23075800,5338700,16480896,63600,129390,10820700,47109600,210200,4700800,8595000,57750,997800,11445942,65912100,4887391,139965,627432000,43501847,13460700,656800,423500,1014300,1765400,103400,196700,354700,4849100,13121500,12842000,5518762,5087200,31496700
605892000,213450,3660100,3142800,45650,214464000,9439000,192609900,4400000,167400,3670700,93000,227800,2051500,2206200,64800,38200,58800,10842200,415800,1556000,321200,139800,28963,259604136,15639100,4254900,12683361,90700,101130,13023800,39622000,285000,5320900,8585000,52050,1559000,26593419,51863500,7778993,110772,508868000,62728072,16968100,527700,37000,953000,777400,79600,118100,574000,5378700,8797200,13428800,3719218,5782200,24884400
432894000,117050,4536200,4208000,59580,195498000,10654000,142634200,4046500,162600,3080600,86200,445700,2145700,13315000,58200,19300,54800,6721000,263400,2144200,143800,321200,31611,169434396,13208200,1725600,3742537,99600,301460,7899000,37938300,453100,6417300,12433000,29400,870200,23081466,63228100,5572382,140365,608524000,49820367,9139500,822600,6200,924300,627400,60700,191300,252600,17621700,8818300,18379600,2775257,3248600,18630800
594067600,134275,6732300,3455500,145400,307530000,1587000,195117100,5803500,207600,3593100,187400,332000,3081700,4716100,139200,15600,95400,13482300,791300,2244200,351400,182000,59911,217162620,23013500,3831200,2992714,145700,155390,20995000,69738500,341200,6519600,19419000,92850,1680400,21854258,79913200,4842215,313922,818192000,80760537,15768300,1373100,49500,1859900,877200,86200,225900,180300,9136800,19382000,21295200,6449493,4712600,29411900
730007600,123850,5964100,6514100,71400,177852000,3813000,181616500,4974900,109200,4686200,206800,261600,2558200,3621400,110400,21300,50800,8722200,584800,1640700,397400,175800,36741,172495332,14170100,2006800,3911437,127100,95330,15181800,41731500,286300,17795600,14633000,92700,926800,20908334,46575700,5642422,241939,545328000,82562244,11577700,2019400,42700,1942300,1150700,160200,213600,317100,8277200,26477900,15239600,3790527,5510000,26081900
612152800,696950,6258500,4774800,63190,181494000,1938000,288741100,5295200,230400,4374900,239800,228900,4484600,2759800,85800,8300,90200,8703800,630700,2068500,494100,109400,47499,129897972,13256400,2369800,3408745,147500,68050,13033000,39934400,226400,8851200,10211000,77550,874400,21843150,54849500,6218151,223144,719728000,83522965,11557800,1428700,31200,1582200,1094300,80000,111400,182200,4539400,26854700,12771200,4905552,5009000,34629500
608154400,244225,7404400,3524400,163020,199412000,3386000,551285500,6824400,144600,8929800,279000,156300,3456800,3969600,162000,18100,70500,12573200,1092600,2436000,317100,172400,99300,252055692,18900600,5539500,3221135,171200,70730,14473900,137547700,293700,11022600,14131000,114450,1438400,26803019,73086700,10211482,413896,608632000,81343188,14298400,1255800,30200,1920900,1406400,91900,124400,444700,4666300,29192700,28140800,12422573,6601200,39114000
881767600,251000,7721300,4257200,98640,231378000,9235000,369620800,9595500,157800,7379700,268200,191500,4220600,3999000,78600,23500,110400,13825000,811500,2450700,227700,123600,93839,271743984,16696600,6095600,2634353,161200,45220,14017200,106634900,413400,7247500,13251000,80400,891800,18301853,102004600,7284160,293527,1067916000,65034962,17703200,853300,22900,1397700,989900,81300,177100,256300,5582300,21021600,29776400,14541490,8153700,39085500
1065699600,182175,6961500,3758900,80070,240478000,2614000,262351600,5594400,192600,4260400,351800,618800,2690600,2872100,34800,18300,96600,9129700,635600,1892700,376300,136600,41044,176619204,11098400,3809900,1602652,164900,59150,10001700,56572200,224200,6499400,10811000,76350,1085000,16116039,63373000,9400419,315121,643676000,51933110,11630800,781600,25300,1644500,687500,91200,156300,323800,6112300,10925800,16147200,7133616,4601800,29305100
1867110000,148500,5356300,3573700,134260,191180000,7654000,212380600,6950900,194400,5667400,258800,204200,3530500,2061100,105000,7900,39800,10558200,463000,2277800,792300,64600,30287,174045780,13275800,4413900,1843615,126800,66540,15630300,52975300,199200,7128400,11194000,66450,1256600,20817158,66639900,4329873,261535,714636000,45955032,13079000,1094600,15900,966700,1920600,74100,103800,226900,3765400,11057200,12437600,6051667,6389800,34083300
1722568400,84025,9896900,2722500,88740,295306000,6963000,258716200,8380500,113400,5805000,166000,209900,3776200,2962700,63000,14300,60600,13373200,581600,2259900,391400,114000,67524,158417424,12821800,7760000,2494853,66700,41740,14982400,66314300,605400,7009700,10066000,36600,2097200,18322289,63949500,6514070,119170,812504000,57558308,15228400,796400,232000,1379200,8160200,54500,154300,308900,5865400,14387100,19335200,5001072,5930200,35723500
1173502400,117625,6417800,4001200,85460,545862000,144576000,232729500,8299800,162600,4333100,148800,185600,3197000,3619400,87600,10600,47200,12828800,601800,1445600,335600,138000,26811,129034836,19430400,3651200,2549851,196000,47800,17096000,65047400,559100,9423500,16120000,93600,3144600,14008197,117513700,3530716,211547,687764000,53690549,26930000,823500,184200,695300,3284300,155900,72100,244900,18922800,16742100,13070800,6026794,5696400,37349800
1245952400,113175,8377800,5119000,81060,589426000,33570000,175135300,9076900,226200,6848700,213600,136400,5413900,3893600,233400,20300,88700,15265600,693800,1906900,443000,92400,49485,165454380,22453800,5221900,1997610,183400,78980,17844400,53649000,551000,9281900,15042000,229800,2236800,16893655,193888500,5337398,236341,774700000,59071114,17067100,1529600,169900,1036000,2637200,309900,235600,292700,6786800,11931500,20281600,8183152,6724300,40880500
749876400,103300,8705500,4985600,134950,755488000,5095000,159503300,5629600,87600,5407000,154400,197300,4295300,1792000,87000,16900,86000,11828500,495800,1837100,278500,107200,35748,89941968,17172100,3636000,1690854,102000,127460,10153400,37408200,544000,6767300,9329000,68550,835200,9666647,85931100,4509525,268333,949832000,41586308,12908100,1158000,14900,659300,1363300,137400,113500,248000,6508100,13710200,16098000,6229081,6174400,37703000
698342400,358950,5735700,3229600,424350,461594000,17729000,171404800,5378300,159600,5088100,441200,576300,5231500,1849200,296400,15100,78700,12947600,844500,2309300,201600,95000,31114,163684152,19640800,3454400,1087007,88200,45390,13609300,45968500,2195300,6573500,13404000,103800,1043400,15857288,54413700,3409897,201550,849812000,71262310,17680700,1441600,24900,1119300,2382200,124500,71500,311300,7153800,12114600,14441600,4634072,5609400,34057900
615328000,356725,6732000,5038600,433040,248118000,12857000,130861600,4442600,172200,8061000,324800,686900,5269100,795300,113400,20200,49300,14540300,531700,1537900,217300,66800,19860,119844036,19437300,2446100,2826794,127800,55190,9255900,37373300,526100,5493500,17961000,108450,1174800,18305311,61397900,8884574,207548,562296000,120151889,11083500,1474900,15800,1104200,1512400,71700,68300,198400,4608300,8410400,32197600,3381985,50847200,24024700
757652000,210525,9450300,7362900,211970,255680000,13767000,252558700,6386800,231600,5970900,263000,496200,5962700,1979100,119400,22700,168700,15248400,610800,2546000,359100,111800,45016,134972892,19813600,5163900,2260161,170200,94760,18397000,57211800,583500,8914200,108380000,180600,1514400,26547307,77850000,7496381,238340,783480000,99352043,14306600,1042700,60200,2595100,1962700,124600,85800,275000,6589400,10648500,66486800,4819954,34294500,33858200
850306800,359025,11881500,5719400,175070,220496000,5387000,297683300,7297100,100800,6414400,128200,592200,4793600,2758000,84000,30700,48000,17307000,420100,2330600,455300,98800,51802,126113760,20229400,6737000,4660644,102200,29830,16775200,75224100,808100,8698500,58136000,134550,2483400,24074970,80960100,9056872,210747,604856000,95279492,14844400,1698700,33300,2034300,3071100,104800,144600,448900,11037700,12666000,38687200,7366199,16719900,42297500
478270800,201025,8615600,2539400,140720,197804000,4983000,208207300,4602200,96000,3504300,249800,447700,3319800,1780500,163800,11700,40500,11595600,413200,1343500,478000,70200,24163,107664228,26005400,3301600,1241824,268200,53550,10081200,58321000,632900,8301000,28165000,88950,1246200,10705949,52820600,7004350,179955,445160000,58630015,11431800,1139500,18500,1860100,2016000,49300,122700,117700,4947400,9558200,23966800,4868772,14785800,30519400
632886800,197700,8047700,3456200,118500,184460000,1896000,251522100,5554200,120000,5728200,215600,539100,3486900,1173200,141600,12500,29000,13051900,646600,2909500,328400,74800,45678,112671216,18057700,4966400,1684378,235900,45910,11356400,45173500,585200,10261600,16486000,125550,1413600,17965864,59195800,13357328,118770,930144000,74804488,11427100,1322700,13000,2316700,1899100,51800,115300,220800,3825000,11236500,17968000,5938153,19461200,36243300
370361600,108450,9592000,2716300,143950,124664000,5780000,175741800,6440700,83400,5550600,242200,177700,4520500,1891500,165000,5700,23800,11618700,517900,1713700,255700,88800,42203,106873020,14481500,4739300,1133576,270500,39660,10115800,39331800,512500,9425900,18326000,62850,1510000,17627884,48591300,8465034,206748,535828000,63195205,9854600,1327900,24800,717500,1867700,72200,77400,88800,6767500,10755200,14572800,3630312,15728500,21699100
550345600,131325,10125400,2675000,107990,166870000,3700000,141086300,5386900,67200,5382900,188400,128100,4030800,3093500,264600,20800,37800,11273800,361200,15876900,258200,70600,54119,96303600,14614200,2757300,1433649,283900,33840,8353600,33830600,523100,6352000,12221000,60000,1362400,15123478,65993700,7491829,232742,695980000,57646000,10383400,1861900,8500,837400,1303700,70900,75000,168400,4799100,7857600,18044800,4839799,15781600,23555200
655468800,165525,21221400,2792300,75830,161470000,1632000,162819300,5195800,70200,5455900,167800,183600,4337600,2523600,102000,9900,25900,13809100,402800,9142500,209200,40200,54119,91096812,15027700,3918300,1362306,207600,36270,12335800,38051100,702100,8706400,14838000,58650,1549600,18766955,81117200,6757459,173557,780212000,53060257,16188300,1311300,7600,1107100,1826700,116300,132300,121800,6119700,11688700,22114800,6392736,10303100,30636200
543737600,144475,9113700,2339800,51430,178654000,4227000,205493300,4622600,80400,5726700,119000,101100,4052300,2130700,75000,6500,16200,14230800,441800,5027600,145200,47000,88874,146029824,13317200,3241500,1147454,118100,453570,10212400,46425300,499900,7280900,17568000,62550,1226600,21768951,51935600,4773926,211947,457024000,66699017,13273100,928400,8200,947000,1509800,110200,82900,110900,3328200,13934200,16065600,9595454,9555700,30514900
436396800,270850,9213000,1990600,51330,178896000,5077000,261541900,5794400,88800,5185200,221000,79100,2663100,3090900,94800,18300,28200,8728000,575000,4534900,179900,130400,47499,81106812,21524600,3294800,1233394,110500,436200,9485500,34644100,396100,5708100,12500000,85950,1371400,12534918,45882900,4240922,215146,876560000,61399821,14384400,2083300,10300,520000,1191100,67200,120400,105000,2858800,11690900,14976800,5439779,4641900,21821800
422825200,278375,9614400,1983300,57690,196002000,4619000,242140300,4706000,68400,10514600,2656800,119900,2275200,2248400,112200,7400,47900,9848000,348000,4062600,212900,73600,35914,93382524,16564800,3206100,1316868,209300,589510,8260600,31809500,425300,4158200,17281000,54750,1000200,12942590,42856500,5238292,209148,1515508000,60202899,17709000,5756900,10100,1178900,726400,22800,242200,126600,4512900,10327100,15289200,5228496,4625700,22536700
415469600,110750,12324000,2509000,89070,142312000,3746000,216078200,4468300,154200,10462300,1472200,180800,2510100,1295000,137400,13000,44900,13113200,656800,3364800,241600,101400,33928,102021876,18576300,2453200,1137482,216000,231680,14222300,40290200,607300,5476400,17620000,85350,1083400,13004003,44451800,7217972,172357,510548000,53393321,10897800,3366500,11100,674600,1207900,39700,114700,146500,3683500,11508200,13672000,5080055,6963200,24264600
390563600,198850,6119800,2395000,254960,136146000,8465000,173773200,5584700,72000,6669600,439200,161800,3004300,2125600,66600,30700,25000,8683400,868600,3966600,310300,94000,40548,85698216,16101000,2135800,1190732,230900,129650,9839700,43898900,423700,5855000,10856000,61200,1014200,18421115,36707100,10078056,135566,458084000,61134003,9675300,2257700,10300,697300,737000,42600,83800,104100,3574500,16338800,11572800,5557658,8705700,20469700
575094800,143550,7906000,2090800,211520,141364000,18202000,210478400,6150400,78000,7023000,351600,131900,3081200,2188100,146400,23100,39900,11907600,2374000,2895300,102300,61600,41375,114789096,35770100,2750800,896108,190300,137010,12481400,52233100,662100,5547900,16517000,77700,1344200,16699670,52266200,10023775,352312,489764000,50458353,11948500,3576000,12300,1055400,926700,151200,159800,216500,3461200,10746500,19129200,6806703,7570700,33372900
460566400,75100,9545200,1632100,86330,147798000,8523000,191571600,5881500,66000,6861000,288800,131700,2908200,4480900,64200,8600,51900,8921000,980100,2784700,161200,36200,127766,92970936,22937500,2211100,946891,90600,343980,8519300,44645000,523200,4426200,15190000,50550,1123000,17913988,43165900,7386418,231942,445868000,71379515,12808800,2307500,28300,774500,785500,38800,212100,163900,5307500,10982600,16210000,14987209,7906700,21469600
665126000,80325,7735500,2278300,80450,190668000,23197000,287325100,6126400,249600,6952300,282800,403100,3534000,4834200,82800,5100,34300,11761100,759400,3306300,95100,42600,103272,132235632,15049200,2873300,2309094,78600,156480,10528900,46718100,628900,6111600,19896000,55350,1467600,17854252,48735300,7010304,366708,576972000,56344732,10085600,1908300,11400,685000,1060500,102200,128300,184200,4472200,14779500,14140800,14052641,8671700,25668800
507460800,117475,4792600,4167700,62360,114432000,2807000,343669400,5113000,253800,4489600,390000,158900,3681600,16095100,218400,14500,59000,8978800,1137400,2972600,268700,49000,76958,81890028,13879200,2587200,1119492,105500,144650,9357800,67699100,561400,4850100,10947000,163200,1030000,13800483,40370600,7943937,932167,393396000,62436536,10640900,1125500,97700,1198600,790700,87800,153400,570400,3764900,9684700,12476400,6176822,7390900,20129700
550093600,114650,4965000,2987000,128810,265930000,8722000,170931100,5262000,118800,6218700,209400,200100,4031100,4327900,115200,8100,65200,7428100,631600,2871700,369500,53400,109230,89426484,14182000,2388100,2642166,144800,163650,9219400,34606800,694900,5714700,24265000,96600,811200,12373107,43805400,10974568,624644,555868000,48087169,7748600,2553500,119400,1172000,864300,116200,115800,243700,4400400,10970800,13495200,9812030,7732200,18798600
566546400,137900,5603400,3098700,106030,241950000,9810000,183048600,6336000,123600,6924300,135600,156500,4126100,2143100,119400,15100,32800,9257200,1617200,3457600,288200,50800,96983,174097728,15189500,3557000,1394482,144700,561080,9014000,33891600,521000,6316400,13247000,137400,1297200,12842402,93123900,6932559,546263,538648000,68147740,8004000,1925700,312700,861000,765700,71500,228600,229700,4948300,7081500,12901200,7187065,8930400,24823900
372052800,77750,4098900,7599400,126450,128808000,10634000,154950200,5128700,233400,7471500,167400,280900,10153500,1729800,115200,7600,61400,8194200,1791800,3349800,153800,59600,72489,123452424,13900900,2888300,1624137,115200,201680,9360400,27562500,249500,5317600,13620000,78150,731400,13186879,48442100,3689707,462284,399300000,114953456,8608300,1568200,99500,554400,993700,43700,152700,518500,4626900,8089700,13658000,11646369,7149800,22279800
366041200,79725,4440700,3773200,97970,150194000,3966000,157746500,9585400,105600,7443500,91400,1048800,3286100,1628200,398400,3800,23500,9419900,401500,2272900,216100,27000,66697,127224648,13777600,2807800,674368,67400,168490,8067200,25450700,272500,5815300,10161000,53700,1551000,12421839,42890600,5004008,99575,557396000,59990729,8600300,1274900,152900,564600,684400,46600,183500,152900,5049300,17386600,14576800,7356674,9927800,21961100
899620400,96825,8381900,4285400,76020,135386000,3767000,172469000,11727700,192000,5899600,228400,1064200,3514800,2062000,141600,55600,41100,8750200,896900,2636600,239000,63400,96652,156331512,18768700,3403600,1080325,121000,205780,10633600,34790800,201800,5995400,32910000,58200,1834000,10342502,56001800,7655722,324719,632832000,68202654,10101100,3510600,77800,970600,2167200,83400,303000,172200,4573900,8133300,19503600,5953368,6846600,26837900
429889600,47475,3850100,4947000,67550,112118000,2220000,127705100,6831000,74400,3721800,171000,358800,3020400,1940700,90000,44400,33100,6474000,685100,2363500,240600,53600,156232,95360544,11048000,2120900,1071998,45600,124620,33380500,28524900,804900,5672000,29561000,34800,1128200,12625570,39414500,6655901,139165,439312000,51370695,11293300,2943100,154500,635100,1171200,65200,95100,140900,4333800,7734800,31258400,6665009,5737000,20297200
920259200,104050,5486200,7947100,69270,121416000,9227000,167779500,5642200,98400,4834100,210600,377300,3187000,2420400,130200,15900,29000,8480100,1824800,2698200,391800,45400,47333,126936936,15127700,3453800,1200087,108300,105860,8827100,37107100,239700,4805800,21849000,46050,1422400,15401198,50271600,5473626,550662,830832000,57489271,7100900,2434300,112200,1593400,804400,162300,78200,186900,7801800,8770800,36690800,9133066,9019600,29003100
596218000,80700,5969600,7390800,49470,112514000,5449000,222932200,4274700,108000,4933700,335200,174700,3248400,1588500,201000,4900,26200,14652900,820100,2954000,225500,35200,67855,225969804,10532400,2898400,1247067,120100,183280,8436600,40903700,420800,5063800,19561000,73050,1625800,20357505,44891400,7912069,484679,418520000,59341465,9813200,1736300,24100,1062500,858500,110900,213000,307300,4718800,7419000,28438800,9746409,9640700,24810300
405700400,75175,4371500,4519300,58280,144816000,3947000,145079600,5996800,93000,3940400,175600,372900,3957200,1209900,106800,8600,46700,7024700,1018300,2896800,221200,84200,89536,169162668,15316800,2358300,3581038,91400,437290,9957800,30119600,206500,6661300,11508000,78300,966800,16049177,35349700,4781981,399100,540660000,51448270,10047900,1901000,13600,943700,1240400,67400,223000,80700,3904800,14678000,55125200,19193952,7827000,19357400
416323600,97075,6262400,8512500,88530,123016000,4984000,171456700,7516300,145800,10256500,179400,457700,3938700,1666700,120600,5900,29600,7681900,784300,2499300,459500,71800,40051,110025864,14953600,1628900,1185284,56700,215630,8223000,31367300,452000,7245200,8736000,86100,961200,17172738,31700200,5326892,457486,520352000,90062719,8099000,1308600,34000,895800,1413700,177000,132500,376800,3374700,9450400,28641200,8806153,5575800,23361800
493502800,71100,3933100,6041700,165720,126584000,1792000,120308200,6154900,71400,4149700,108000,236500,2584700,1348400,55800,8600,65800,8807600,580000,3107400,329100,68200,56436,185969844,12049100,3022800,1010216,50000,252700,7444700,29142000,528400,6446000,11262000,61800,1578000,18251863,37512000,5925034,211547,358904000,46310547,7674900,1337400,55900,726100,1045500,985900,112000,108400,3048600,13520100,20734000,5578033,8710300,22070000
446908000,120050,5818800,4405900,518270,82650000,1623000,107411800,4842300,81000,8835000,189800,428800,2480600,1723000,102000,5200,47000,9828300,852900,2441100,352400,83600,37734,137122740,13690400,3079600,1675332,71900,126540,8882000,28553800,323900,6635900,9672000,49950,1714400,19187937,36723500,6815242,326718,664988000,56037175,8939300,1193300,69000,952600,1228000,767100,188900,187100,4386200,12932100,19068000,5875046,15668000,35103700
450956800,189900,8350000,3357900,268650,87176000,3094000,134463900,5519100,114600,5922600,316800,233600,3115300,7245400,357600,6900,108900,10292000,533300,2534400,330800,36000,48823,132731136,14730700,2901900,822914,155900,131880,8060700,32918800,636100,6155400,11144000,37050,1049600,12983986,50385700,8188026,267533,651168000,59708468,10135400,1385000,31400,1373100,852800,924300,59600,248300,3061300,10614400,14785200,8600294,10028200,38770000
342109600,74200,4227000,4063400,128010,100426000,2112000,123986800,6616100,421800,4662100,219800,585000,3156200,4591900,72600,10100,15900,9916100,454200,2950300,238200,31400,52298,71016912,17763500,2830400,665733,69400,92110,11742100,26012000,406400,5731200,7593000,32250,975200,13097275,43845200,5491836,190352,740964000,53653975,8867400,1255800,630100,763000,797300,363800,94900,139800,2697700,15407200,18766000,3621845,6454200,25925500
559445600,394175,16351100,4266000,146090,178100000,6365000,178218800,14172700,249000,5766500,456600,281700,4687500,2397300,222600,55000,70900,16610700,1695600,4164300,452000,90200,102114,191576232,22430600,4025600,1107464,126100,192720,23117600,37014400,402500,9641300,9801000,185250,1980000,32252934,81332100,5916629,865783,584612000,119353801,17458100,1770600,332300,888500,1785400,433900,241900,403600,5674600,21827600,24224000,7149095,7976000,45564200
456419600,144075,4895900,6050600,115520,107668000,4734000,113667800,8232200,156000,5007400,183400,388300,2369000,1890500,118200,59000,26400,9317900,1123600,4265300,260700,60200,45016,160031808,11737300,2495900,961180,83400,146950,8803800,23257200,326300,6691600,8089000,59700,1601600,16215914,37718200,8227249,284329,435336000,74916107,9648000,889200,62900,663800,1201500,261600,145200,281400,3057700,20218800,16674400,12539262,6188800,21390600
602431200,137750,8504500,3828300,241620,84262000,2819000,131261400,7757000,65400,7465900,147000,624400,2937800,5307200,70200,3400,33000,8006700,725100,3878100,231700,29200,36907,219831948,11511400,2575500,903509,52700,64850,9453900,33735700,466100,6515200,11016000,67500,1178600,12927185,42026600,8029736,162759,493612000,77908623,11807900,1035600,58700,503400,1913300,164400,108900,163700,3108600,11409500,13516400,11364702,6867700,24754700
597780400,76425,16778000,4739700,191520,93928000,1535000,270410600,7518700,81000,10186200,142800,386100,2910000,2365500,66000,11600,35700,8997600,614100,3697300,220500,40400,61566,262345392,11804400,2614100,1382968,66600,71870,9312500,35849200,274600,5450700,7700000,87000,2077000,12930643,33987700,5927135,161560,436252000,77922536,11732100,580300,73900,621500,796600,182200,161700,117600,2470400,10825800,15611600,6352120,5866000,19748800
542284400,121775,6566400,3886000,101080,324192000,5835000,315304700,30641200,80400,9400600,344800,254200,2591500,2808500,64800,13900,23700,10510300,854100,4345800,230000,39600,39224,157078764,12956600,2397500,1044448,43900,62600,10496600,45019400,181400,5852200,13145000,68250,5215000,13808029,73168700,6750455,318720,495184000,50807754,8203200,879200,155700,787600,1108400,99300,174200,483300,4974900,14786200,20353600,7590316,12780900,21095600
640875200,125400,6049100,3098000,66800,131314000,5250000,220970700,10669700,205800,8476300,225600,609000,2302000,1945400,61200,5600,46000,10411500,697600,2513100,282900,65400,48161,107740152,12346300,3241000,667583,67800,94380,9450400,39727000,348600,8199200,10836000,110550,1930000,14149782,55595500,4919960,262734,344676000,57108144,10630300,814000,53900,821000,1276600,111100,86000,243600,3868400,8751000,13536000,12288686,5075900,30553400
540744400,47275,5055700,2457000,87050,92538000,2961000,152539700,6874700,189000,5927800,132400,232900,2375500,1409200,56400,2200,30400,8818000,574000,3167900,336800,29000,28301,124055820,8929400,3434500,781383,59400,64470,7812900,30628400,291500,6954900,7287000,24900,1701800,11693898,33336000,9844122,468283,394456000,51374595,8176700,693800,58700,759800,1078000,226800,141300,145500,4055400,7967200,11134400,5802149,3781400,26122200
527310000,151875,3469800,2916900,75550,123854000,3539000,144373000,6990600,135600,6539100,141200,113100,2121500,2534600,79800,21800,33900,6378100,513800,3373300,345200,63200,52960,79036884,8666400,3512000,767813,179600,73820,8311600,30296300,202100,7239900,12046000,113850,1525400,10397313,34954800,6315857,509473,324104000,44091982,6113600,620100,110600,777000,1121000,141400,92400,224800,3241000,7253100,16330800,7855842,5273800,17745900
430659600,81575,4436700,2239600,162050,92012000,6620000,114280900,5579600,190800,4502600,161200,277700,2548200,3487700,200400,52900,104500,9875500,727500,3586200,326500,62600,47499,121110768,10342100,2894800,769869,792700,115990,11939100,39043000,321500,9361900,9333000,84450,1466800,13588787,63760000,6622282,405898,389840000,62218779,8193800,678300,1023400,868300,1057700,191800,116400,243100,3694400,6961600,12504400,5853349,7401800,22352500
603145200,456900,5467700,2027100,147720,175716000,3246000,95607200,7313100,95400,5752000,118600,165700,2638300,2167100,71400,25600,51100,7859300,536600,2678800,310300,38800,39886,84023892,9432500,3504000,1564410,616900,93180,10600600,23894600,160100,6248100,11188000,34800,991400,10621794,74768100,5161598,277931,339664000,72849107,10554900,618300,94100,647600,876600,175600,89600,324100,3655800,6713400,17464400,5264085,6969000,19614700
684507600,763150,5267100,3079200,143560,116330000,6120000,107989300,5060600,168000,4648000,229000,239800,2146100,3862000,97200,9500,70600,8108600,330800,2320200,260800,186200,247257,75983940,11381200,3479800,706133,293100,65560,8617600,21342400,164100,8196400,7457000,63600,1151800,10966796,34331200,4235319,363909,413636000,72462711,8579800,635100,119200,718300,696400,165400,69400,149200,4915300,6722000,15363200,6215719,6680700,20901100
447017200,178325,4211400,3260000,80290,159006000,2358000,160316600,7585300,54000,5621300,246600,105900,3589100,2375500,123000,21700,20900,6490000,574500,2777500,292500,109200,105258,82321596,9399600,3332700,691022,179100,64550,8260100,28192100,328800,7033500,13992000,44250,1159600,12864095,47366800,6380644,209947,809260000,81797462,11052300,674400,33900,848500,1085600,165400,113800,135500,3755500,9430900,13813600,5172401,7567600,19776800
628502000,117125,6632100,3830100,59580,118908000,1446000,233522300,8814700,180000,5883000,214200,161500,3897200,2469500,90000,34800,45600,9431400,1028700,3198700,210700,90400,64380,103136760,11070100,3658400,902173,208000,144450,9409400,28890100,385300,9554200,7831000,91050,1245800,19274921,58318800,4990000,358310,817468000,89101893,14043500,566900,49200,1051100,976100,123000,130600,193800,9652500,8395900,14750400,6535223,6621700,24531500
572989200,480825,5726800,2569900,56540,253782000,1402000,164305500,9756900,204000,5187500,248400,130300,4471500,2865600,98400,15400,29000,6880500,706000,1991200,215400,68200,73482,77822100,13825000,4151700,1427789,372500,101230,8962600,28869900,315700,6104900,6402000,103350,1268600,12922154,63713800,4032553,123569,1037600000,55647722,8458800,995900,258700,722700,1257600,114200,95400,167200,3868100,11174600,10770000,4176182,6274300,24060800
