AAPL,MSFT,JPM,NVDA,XOM,JNJ,UNH,PG,V,MA,HD,COST,AVGO,LLY,BAC,MRK,ADBE,TFX,HES,NTNX,WU,FIVE,GNRC,WING,CHDN,FND,HWM,CROX,ENPH,FICO,ROK,LII,INSM,NEOG,ACLS,PRDO,ORGO,IMMR,CVCO,GPRO,STRL,TPC,GHC,FIZZ,EVTC,CMTL,MGEE
4.313854097429834,5.114744172290424,4.7437146649840445,1.7888580014652808,3.855006012610866,4.865086176241702,5.5354467046163425,4.705616232988369,5.2653574700592385,5.752659924977643,5.317939639638092,5.624886383807461,3.273993078350484,4.8822460939072005,3.364965757518928,4.261229563252368,5.8805329864007,5.895814305521918,3.9551824758826415,3.5091544683780573,2.973244191308573,4.733035551615066,4.641887748331096,4.428456714776659,4.2918683185188895,3.923753931320012,3.3909959492630497,3.6240742755188733,3.494080320187522,6.030276490601967,5.1773703800682425,5.390986371755579,3.3631492849652966,3.527830010189076,3.2035591548437723,2.85161693961498,1.5303946803228856,1.9157915461367032,5.440120707418981,1.4085450073622623,2.5885156639334435,2.3951642986288713,6.253347222147326,2.8659439323587965,3.5084271056819376,3.306272710781496,4.278334715825627
4.346334881806071,5.1471302399692345,4.758008228386232,1.816759474357069,3.8424127253661613,4.874563591491266,5.560030925437301,4.710002631027789,5.27895890786732,5.766735209221909,5.332772308166075,5.6344433867142305,3.294647881243765,4.899403058790001,3.384488858711025,4.272840404293744,5.904653123492821,5.921180793919926,3.9769187806673703,3.548754959185248,2.986809777525432,4.730303932901697,4.647079577359287,4.443630391239212,4.315549182615196,3.9522047804031595,3.404871235446027,3.6594506473517514,3.6082115923982125,6.044009525920773,5.216826308020184,5.413410494784884,3.4977189763624423,3.5483234772851557,3.228826155721369,2.8189012163192904,1.5347143374635075,1.9117348224925774,5.414766165609807,1.4231083572227108,2.5945081853433165,2.396985747589157,6.2335104709246325,2.887335209667048,3.529468259177589,3.3069525559500272,4.271370248395875
4.354455912835457,5.145908345929635,4.774865637894469,1.831341452698578,3.887408184840585,4.890206052498482,5.611692639047733,4.7191127809541635,5.275267726887174,5.764301583859807,5.345919618979658,5.647639062818296,3.3130272608564284,4.9262974529487025,3.416395594409742,4.243789822450837,5.901403035345722,5.926904459982659,4.004959570765653,3.5650154712092608,3.003422431204712,4.760634285999804,4.645063746717359,4.437416560272019,4.312718353790058,3.9464244321454784,3.4301398277971558,3.674019587335106,3.6084825129078544,6.018130814561077,5.2309558541007215,5.4282366774279796,3.525772102772224,3.544864683012988,3.2538567701886465,2.8415778902846127,1.5475624681341262,1.9251939996138225,5.441334873382962,1.4724720879835123,2.6173958189118265,2.41680624048701,6.251579721015168,2.8866447496405785,3.536290308770005,3.3221273830081404,4.278953907846909
4.3660848841304185,5.166430303471045,4.775011139946659,1.8451628885832092,3.873765250112966,4.887214447566133,5.600573505608323,4.721711674333753,5.276400937532437,5.767281904795092,5.348980717079215,5.655103846014498,3.320279172805592,4.925957728403481,3.415242546611212,4.242040258011839,5.906614445937569,5.916315900677838,3.9657589356408187,3.56953269648137,3.0052119261978008,4.754538022895582,4.633951969622495,4.44020695512579,4.324775440848564,3.917607359443941,3.435099246990674,3.6679111009313847,3.647796993113994,6.0251894194601565,5.229786021406231,5.411609947818461,3.5040547671018634,3.551913629663348,3.3318472953500904,2.8460520753117446,1.5454325946587122,1.9265299102627165,5.436338691028667,1.3762440348994631,2.6026896854443837,2.41680624048701,6.255216398236359,2.888714595019023,3.523747524181456,3.3367456623127554,4.272118849223542
4.3523992160722464,5.167844819759255,4.771808552444649,1.8346459054181146,3.8671176349102176,4.8764748671756015,5.589433249243998,4.7133394213438775,5.274922350740581,5.7602727768591935,5.342511866017243,5.664779812272394,3.306230135196281,4.919897054660204,3.413510509625989,4.235012885949417,5.902879194808555,5.899553909150946,3.937663372239846,3.555633687024077,2.9937049016780035,4.736286182582848,4.6185798578424695,4.455204791814397,4.332690471674103,3.9062061016892136,3.4319095446946535,3.633366748216127,3.6389010642567237,6.034524051184127,5.2184554973196065,5.398148961608775,3.494080320187522,3.5384925424528944,3.2895206615939268,2.8246188042490217,1.5475624681341262,1.92786417735513,5.432673395034333,1.3937664280202156,2.601207071525431,2.3758355760051844,6.251652654898282,2.8729697793993836,3.5098824430137054,3.3157482547380153,4.274360764107413
4.357137545874144,5.193665540004801,4.775955422857172,1.8788849163787984,3.8565001981932596,4.876277783730717,5.5818324056209,4.7140529868981735,5.290825766671054,5.770253560171095,5.356364349828329,5.665289711001609,3.3029573017575724,4.913730948777231,3.415819080061812,4.241807014643269,5.91350300563827,5.904155718213466,3.9286054115581237,3.557631219700523,3.0169411235574923,4.715548077060685,4.694096423103424,4.483414023613282,4.353284708895341,3.9031840844706065,3.4430294249933566,3.597038296446349,3.653511326084266,6.039587825198085,5.223867257296371,5.404754336617448,3.4769231110515877,3.571080801918684,3.3456846421605997,2.820619814228918,1.5912739107294653,1.9331833759964627,5.452282286063486,1.360976577588788,2.5967461372286285,2.394252285000433,6.252635919435489,2.8692288481077797,3.5177052131342976,3.3423367483120905,4.278210725599961
4.35108593188809,5.170831245586203,4.7778411252856925,1.8974215389164575,3.865961730874761,4.8771333141716156,5.59484716793243,4.697993978730581,5.280823858597097,5.772189331913927,5.360635965802679,5.655329167806471,3.3217484460353592,4.905034225781107,3.4181227083406385,4.237009307842603,5.91155516057405,5.909528823631065,3.950386438168486,3.5527733167460513,3.014818809095967,4.716532642920966,4.702569122429125,4.478990504805614,4.3650526579239495,3.923556277442979,3.454651835079755,3.5978600682613697,3.6803431192442497,6.02041636905775,5.224553561705671,5.407072823923787,3.4271899916709763,3.5831022019210446,3.3589855408111853,2.81199656271333,1.5686159576502743,1.952882079591653,5.436687003924011,1.3887912983962407,2.663749968788886,2.408745278530987,6.248405241978264,2.886184319839105,3.522599236738983,3.3742904847631023,4.278953907846909
4.374556134745685,5.172294076959176,4.7778411252856925,1.9146304957478448,3.878112903532385,4.871194080718251,5.637561332107644,4.692259004691355,5.297840186675789,5.781932805473679,5.360428991143072,5.669519171639097,3.335829320044924,4.899891140357277,3.422427581151734,4.21326932053953,5.925030920845636,5.905720178292722,3.9958129324832656,3.584629458143226,2.9371634471069603,4.732155205806059,4.733739297517086,4.485156977508264,4.367676941821037,3.9704805433365036,3.4790246431307903,3.633895161902454,3.7256934272366524,6.01754645594563,5.233777380565643,5.423194658067636,3.4483990074052553,3.5817117891363788,3.344627043629483,2.8387713666915873,1.5727739636769018,1.9645175465328575,5.43280452291168,1.4085450073622623,2.70270259988915,2.4423470353692043,6.251543252078757,2.8824925888029225,3.5168390700997567,3.4095570916725246,4.277218567672642
4.367409403924246,5.166865805945427,4.776971228093524,1.9081516460756183,3.872548280524424,4.864553609290011,5.63333460055118,4.704416658598789,5.299094652273827,5.786947743463642,5.363611103232001,5.679245715907131,3.333578491715994,4.8930735245471,3.4221407877493037,4.197774504584468,5.92649925848583,5.917285466469081,4.016359444958048,3.575710790182517,2.9344808853742053,4.744323250035986,4.751432692966343,4.511847067229753,4.376622271609373,3.9685923540321264,3.483282562425783,3.6524747643078785,3.7218305579446693,6.035696711594312,5.210680461037194,5.424354276754346,3.4216534176375517,3.58351893845611,3.352007118771887,2.8571510075023423,1.5871922761832211,1.9747477531941275,5.443196596184233,1.4374626567553286,2.6966521510052726,2.476538368061204,6.246813860846157,2.8850321039374545,3.5165500756596137,3.457163762421088,4.2948048029674135
4.367655560772684,5.17575318406678,4.773920582658927,1.976001668619202,3.867942246969335,4.864820104760812,5.621953402689614,4.713815256723401,5.312932711667057,5.80204876337268,5.374567703149064,5.679591668919656,3.314255360399464,4.88826683314416,3.4204207302716485,4.206035856739834,5.939302489738643,5.929960804389357,4.022176915515912,3.6014134699664635,2.9413644301496404,4.750914221143799,4.729686079546956,4.511148459523593,4.3796480145416234,3.972741760566658,3.4956485389368264,3.6192614240406513,3.7157647866088226,6.051100413377933,5.213424991998331,5.437265086994387,3.4223063249523,3.5940192024499327,3.343568258049538,2.841017304398154,1.5151272748826083,1.9936520067363228,5.437383398737735,1.3937664280202156,2.6986730161857935,2.486571967190561,6.231114727056682,2.9127736955404684,3.5217372113790595,3.4370801965390267,4.296023216763545
4.349175447383699,5.185845016141776,4.760591703640976,1.9991283761295728,3.855165279158064,4.858203852220487,5.633136364415489,4.703695973759456,5.317250912497638,5.802898896579765,5.370109295531646,5.691272708725363,3.2919163711412898,4.887487168783566,3.40363822260971,4.203734614701525,5.937140364488021,5.932827846747358,4.035347974954809,3.6128080089302217,2.924066259572891,4.75471022960674,4.7104306829113005,4.525618404695995,4.3920255356414,3.973682391553418,3.4902385533370404,3.644666311399034,3.6931204027885487,6.0650634327899935,5.203711109159236,5.442236636376391,3.4157575505380846,3.588644706270032,3.3253956490420755,2.837646503413095,1.5260562827629987,1.973474769011808,5.440033905923914,1.4060969697165737,2.691920834679226,2.467251711313743,6.229421120678377,2.892154492526062,3.5165500756596137,3.4214455311641228,4.297118479819242
4.3635544379565845,5.1888398740330155,4.774138905261725,2.058465032198744,3.8628179030414236,4.856862045474284,5.643573434961102,4.7082505314006164,5.327191733478471,5.81258113439651,5.368878668862389,5.694279866639631,3.3076882079074084,4.886209570425295,3.4166838521958405,4.1981405535633405,5.948765789389981,5.951681200120027,4.074323218229627,3.622205271913428,2.9406017708221746,4.759777914672918,4.7558290806478,4.496870921756709,4.392999366987536,3.979681653901961,3.5167083475618948,3.6597080375374933,4.046903508955468,6.067916196441171,5.211829506396922,5.442236636376391,3.4352767248100995,3.5938817254916566,3.3314899528769466,2.871941796969354,1.5912739107294653,1.9848744271800178,5.4300032806212055,1.3999506452341135,2.7020321185427174,2.479894072820678,6.231300641083236,2.922815142102684,3.520011154011405,3.4370801965390267,4.292485969199902
4.353242406106202,5.17345054605989,4.774138905261725,2.0392150213965827,3.8548309678324384,4.853027786400714,5.633103175671535,4.717297405740375,5.318433871724966,5.812261657368831,5.382656158842465,5.69755626347851,3.2870450133086306,4.8944830462074655,3.4204207302716485,4.204098033115499,5.937430636067148,5.92402076812619,4.092251920071487,3.618993306195629,2.9512239391565056,4.772462696017363,4.761917502098652,4.5210815300894795,4.387325300797391,4.007333185232471,3.505789207483421,3.6082115923982125,4.073120954344985,6.040540373132151,5.236234567888644,5.453192728797906,3.4154289739376598,3.582546247561997,3.3304172268976893,2.841017304398154,1.5912739107294653,2.00605894249496,5.432279908203593,1.3937664280202156,2.7020321185427174,2.4973291383898717,6.218164328568447,2.932316982034863,3.513366521716177,3.446581585298158,4.288445553751118
