AAPL,MSFT,JPM,NVDA,XOM,JNJ,UNH,PG,V,MA,HD,COST,AVGO,LLY,BAC,MRK,ADBE,GOOGL,AMZN,CVX,PFE,TFX,HES,WU,CHDN,CROX,FICO,ROK,LII,WDC,MTCH,MKC,CLF,FE,REG,AKAM,ILMN,TXT,EXR,INSM,NEOG,ACLS,PRDO,IMMR,CVCO,STRL,TPC,GHC,FIZZ,CMTL,MGEE,CRVL,CVGW,CLW,AMSC,BBY,PRTS
1.8612696176064194,3.1446453053921606,3.361387928137286,-0.8582963498151296,3.6524419278988653,3.7129286645900086,3.2227061415733873,3.6622846681857792,2.9815929806606354,3.164679552539804,2.992389021737984,3.744315124600598,0.29007231024148505,3.160152960877612,2.515512837087763,3.0541913946216783,3.6133473956154893,2.7478992493191443,1.9013610047833711,3.7519374030549257,2.2704695257910013,3.8517721540828562,3.9336916710897047,2.3296524634653784,1.7557206708830544,1.7833911875012582,3.0620120282703835,3.546127301035196,3.490936834146965,3.4291594527976805,1.7062499546009937,2.5996019414495746,3.6941008984093577,3.135834744066121,2.9603438911641367,3.255014874427513,3.39174953506712,2.9153505248767817,1.9558451940245334,2.0412203040888763,1.8064875038998964,1.7578579504376943,3.105064051701639,1.4498283898366533,3.6230067303354434,2.9678471092901333,2.8806374268405985,5.365736623029301,1.2605853926809778,3.1563169510081934,2.7862922773811536,1.7014092594031724,2.505660532250189,3.3017452970723844,6.04381977744191,3.208256667647848,1.6601310702632746
1.8629966135608336,3.144968192283088,3.380572555185757,-0.8437995018934167,3.6563385601647944,3.7012654277029764,3.2211191715514924,3.662611922542299,2.970067463545791,3.161716100566686,2.9996867702647148,3.741280242570303,0.2974678478987508,3.1424081160031863,2.547500482749373,3.0582360884839996,3.629660114691086,2.743485827947777,1.9072435578607936,3.758995631427626,2.2561036867996944,3.841082361187633,3.9398474690817222,2.3254528954619342,1.7299839697404007,1.848454797886107,3.0531974691483366,3.538134230373877,3.476334347434014,3.455327402923875,1.7279532712934786,2.596843560760027,3.7093337147959686,3.1246542628147496,2.9675082400929007,3.2842889834260847,3.3851813384062757,2.896262386416907,1.9490940937141599,2.0412203040888763,1.7785864478518494,1.7439687687119245,3.1046349682883556,1.458393590494502,3.590990965915811,2.973997765813923,2.901366300403606,5.368628023752118,1.2358928595074576,3.1546278702360517,2.7562043196091244,1.6879408798771147,2.496953877587064,3.323055674025959,6.052559675176709,3.233319127351203,1.631199430343676
1.8469629499795746,3.138812632060529,3.386052283400426,-0.8374231689184066,3.664944348922564,3.709366510496278,3.2309184984286774,3.6578573023788348,2.95654889796049,3.160269300248912,2.996218052608447,3.7541974193689547,0.30533145490637775,3.1497696777048505,2.5591605575228145,3.071601574255293,3.627535795480666,2.71795392357788,1.888961826029009,3.759121075109245,2.252883167814969,3.8510511954344415,3.942518969134309,2.3249270452997677,1.7141639857718276,1.8373700138890796,3.05645391861044,3.5569630983421376,3.47226828934002,3.4561879355885092,1.7198095692053377,2.600703435794919,3.743276190854422,3.135406971655578,2.9689353237072322,3.2760119902984917,3.444972226580828,2.9304670683608713,1.9524753748648722,2.0412203040888763,1.767545992979848,1.7984040056309996,3.1225001438421494,1.4794916774162008,3.5553480614894135,2.982140296833121,2.9247620824109264,5.370003202986039,1.212227784451512,3.15039235817593,2.7556333450693122,1.6639261374545993,2.5136778699315148,3.3282681797551534,6.060757402078462,3.225523904386027,1.6370530534915084
1.845112334117109,3.128358302981144,3.4056672303000015,-0.8572150382957375,3.661797407199983,3.7022034374579293,3.2685771774345027,3.6524191791519494,2.9658121694785335,3.1537132483715,3.0079627215838443,3.7493520150245687,0.299046001328906,3.144679242174348,2.5915767752524657,3.073193797801122,3.6079404950634077,2.694399059053288,1.8718021769015913,3.7553469761974654,2.249112941055856,3.860206518972312,3.9614843310370924,2.3565272446051875,1.7095586271736902,1.890095352661769,3.057382298635255,3.567887585603646,3.48038358720073,3.4364239781500583,1.7246080301488325,2.6083786349719045,3.72815432349798,3.1203204942007323,2.976604227179128,3.2763897137816596,3.461898294513668,2.973996108943503,1.9448514190247654,2.0412203040888763,1.7785864478518494,1.8050046834297293,3.140051831251471,1.4878076830671898,3.59429399485156,2.9917242559864694,2.98169221603571,5.392476371309243,1.2022693794524533,3.165277726737443,2.755347341330518,1.6817585740137264,2.5099855576635295,3.3686742214830185,6.067730930838085,3.241295273532402,1.6601310702632746
1.851738675384815,3.1352312160209816,3.4032085643596615,-0.8550566875358357,3.6577782079198427,3.705635298405663,3.259141952032194,3.6510966867234704,2.968574872976302,3.154067898954838,3.003143876151162,3.7421246015897243,0.30637553663344747,3.1369946706270087,2.582677371926761,3.0726631322085822,3.6025042009376174,2.7076421995866395,1.8985190235131317,3.757109947560518,2.257174892412724,3.866085872746232,3.9750964445720527,2.3661695742708417,1.7130823645167532,1.8764069754182549,3.055524855559796,3.581731640013828,3.4969173840384613,3.4414563515028203,1.7308118374158998,2.6111059838402046,3.791087728844627,3.115095040865988,2.974905025978411,3.2763897137816596,3.473427550979784,2.983362650086533,1.9224945676628329,2.0412203040888763,1.781959090033644,1.8748743730131803,3.1552628193193337,1.5021963605139352,3.627801632990018,2.9806186744718333,3.005674144052682,5.392476371309243,1.201434982706508,3.1962949032074275,2.761613494377434,1.6783419611084214,2.53974787969114,3.340562364741643,6.073505285558036,3.201265228435583,1.6956155736779295
1.8428783054716258,3.1224295705932628,3.399845429571724,-0.8691719183192955,3.66893519806024,3.7057912470130825,3.2658470139276727,3.647117986985449,2.965697390596778,3.1374728314125475,2.974440246866248,3.743304550406946,0.3126159297272767,3.1506155428124734,2.5915767752524657,3.0766341220419386,3.5893352984937232,2.7061294377355587,1.87418396414147,3.7746969290651027,2.2651728631774275,3.9413479356777956,3.9645592975731687,2.3747192605881833,1.719017240450506,1.8702624954491511,3.055989450084599,3.572387705797456,3.4991507714281935,3.442547007956375,1.7388667893177157,2.6192422227315832,3.786559738095621,3.132407929205254,2.9898159494556245,3.2729851273870945,3.493437223359815,3.0354651436994136,1.930289943863338,2.1282316604362044,1.7886705205954325,1.8809905942333667,3.1544465100069905,1.5143670857726876,3.6098362220027216,2.9760396713327606,3.003776594225308,5.394698417190174,1.1972523796313181,3.2131782432065914,2.7613296783585843,1.66581823865906,2.579060539268545,3.3134584506960816,6.066340095911093,3.184079945135624,1.7833911875012582
1.8314377740958858,3.1158003281297115,3.3762132551043926,-0.9036583637334259,3.663944509745836,3.71107143251092,3.2390640362310448,3.6585147050836815,2.9609596379439576,3.1369123601980653,2.968027825268109,3.7378983831245085,0.2974678478987508,3.147227617041984,2.5573290758068117,3.068676399385368,3.5740296081560294,2.688287306903379,1.8512069009124834,3.768868871981178,2.2619814660483133,3.9329090180577677,3.9236670619364453,2.3686917742225484,1.7227755213681057,1.8213182436926771,3.0569181715054192,3.5563414600303758,3.4836623617222915,3.4164853238654747,1.7289069784703253,2.6283850294985434,3.7353459498479813,3.133908450122239,2.9712134720752443,3.2642315207561277,3.640295939352153,3.0289230821670134,1.894273774228803,2.104134131009858,1.7869969409280868,1.8870696345827689,3.141707425809123,1.506269714384413,3.617114875589066,2.9770589655357758,2.9665292391657982,5.382004010136046,1.1871429592074239,3.2139756090271967,2.764449276136215,1.6528166637405253,2.579060539268545,3.3167282139665804,6.064714994666544,3.184844565073754,1.7850704874777572
1.8454449220372293,3.125068977688716,3.393537965613211,-0.8901674047860153,3.659933359140853,3.7174020293500565,3.2542371361783777,3.6688078392278225,2.9701826224777186,3.1625755739797947,2.9733743938702952,3.7441464807140514,0.26646595723785227,3.160989849702661,2.573096040987738,3.1047682107866494,3.591266591600212,2.682529639337431,1.8649325001330637,3.7612538748657904,2.285152103853926,3.9299135400855216,3.9302023964691486,2.38269898625357,1.7176713039601317,1.8405496636728618,3.07394980327871,3.56109953028625,3.486929487329996,3.4335684845729832,1.7649512542011598,2.6374444562785153,3.761086555466774,3.139676235740545,2.9998187991026644,3.259633852498868,3.6739337263416783,3.0095146322908,1.9120048249563781,2.1282316604362044,1.7986539981037155,1.8870696345827689,3.1359008131570887,1.4939996426778848,3.6645867849958993,2.9882040263508176,2.9665292391657982,5.388725037417024,1.189679875454771,3.227426807272413,2.7706585311511422,1.6648725904503197,2.597305180871503,3.319263976817285,6.058422043773969,3.1967446034902407,1.7766458055994125
1.83963614125219,3.144968192283088,3.4034323294076767,-0.9059244005192085,3.6600765764165764,3.7194011148257085,3.277924138902473,3.6697829030182834,2.973619440800739,3.179338637081558,2.979399552239868,3.7326329082029965,0.26700873168859235,3.165165349784453,2.585058051547413,3.1316329313789897,3.580737337997823,2.6872198050794727,1.8512069009124834,3.758116194889862,2.29396324599926,3.9267420280343397,3.931313659072715,2.370202099793323,1.717132404595297,1.9572738969296473,3.0780490342797457,3.564190772356572,3.480888840756093,3.4403645042188606,1.7603428815484927,2.636382991836603,3.764958593529235,3.1379711964702537,2.9951077079785597,3.2913824844334676,3.6367154274518594,3.0951305503682986,1.9084840021597065,2.1860512338763263,1.801959744821172,1.8870696345827689,3.1441857718110615,1.5042349525535437,3.6888794541139363,2.99773032190166,2.9605974856850485,5.395071995464414,1.1955746296707181,3.2213825984970406,2.7689684666117773,1.6727256827032253,2.611330750594863,3.3141860046725258,6.032126543477653,3.187134056973153,1.7817091430076275
1.8227830973611412,3.1417331388176652,3.380572555185757,-0.9358634815386269,3.6518629596650007,3.71107143251092,3.290747067364641,3.657364237235001,2.958640365883617,3.18763441658507,2.988895045265204,3.7338246504099346,0.25664594560382226,3.160152960877612,2.5511974418696077,3.11854431597948,3.5799012617667936,2.670379606288347,1.8495565481516902,3.7540854734580997,2.2996230804052935,3.9100510764917127,3.9220664709882715,2.35243953611153,1.7257185247158546,1.974080999531056,3.080772666015329,3.545289292532228,3.471759015758185,3.4004707357813095,1.7454518657704996,2.6345222174890646,3.725544872810671,3.1341226384334506,3.006981439245072,3.2812871079265222,3.636459185368212,3.0543818052224307,1.9128832555699913,2.1400661634962708,1.7790087211351133,1.8500283983448613,3.1212346145872627,1.5042349525535437,3.676300671907076,2.9972311839585806,2.9349872073391876,5.376536536648101,1.1803459709516857,3.1919612210992896,2.758200499633466,1.6370530534915084,2.6023771139934038,3.3181780480482406,6.001909835169993,3.176403168497588,1.786746892260733
