AAPL,MSFT,JPM,NVDA,XOM,JNJ,UNH,PG,V,MA,HD,COST,AVGO,LLY,BAC,MRK,ADBE,GOOGL,AMZN,CVX,PFE,TFX,HES,WU,CHDN,CROX,FICO,ROK,LII,WDC,MTCH,MKC,CLF,FE,REG,AKAM,ILMN,TXT,EXR,INSM,NEOG,ACLS,PRDO,IMMR,CVCO,STRL,TPC,GHC,FIZZ,CMTL,MGEE,CRVL,CVGW,CLW,AMSC,BBY,PRTS
3.190006278595968,3.6888469332909506,3.853848468461424,-0.7275334025460113,4.07698014887725,4.356870693690335,4.456584374277985,4.211261427867311,4.120185142701464,4.386018177206396,4.399098852024027,4.740188747756145,2.0288905702862077,4.055041900927634,2.6701043351827027,3.685933797597843,4.281377175900376,3.2715258339999966,2.7360543742665366,4.273661562381124,2.962493798923849,4.67612634908965,4.135769036347877,2.384966846928472,2.6964681514598325,2.524928305812279,4.277250232852866,4.500276226108351,4.426495596405785,4.339239472554637,2.784669556537528,3.4233055650903608,1.895655905717893,3.2291611886424687,3.787928840474061,4.1470951276076295,5.19500832387448,3.7263932481933884,3.7063482622508173,2.770085594411824,2.9067411216075443,2.3223877015907286,1.8716325552074504,2.1375846558485208,4.353498551059343,1.8578592471279152,3.174296775088473,6.144784869553761,2.1472917355654375,3.198809425299381,3.5950619855740804,2.506613779411689,3.6727510568716832,4.2514907379893145,2.104134131009858,3.2961569667667576,0.7975072087716788
3.1614301724417677,3.6796085732066466,3.822311480858993,-0.744567798574045,4.04923720246462,4.34986192478178,4.439975596865954,4.206495743142925,4.097863841920935,4.357487113239217,4.377895953278778,4.728754773677912,2.0127754638945747,4.045144281694111,2.6406240104254928,3.70068710081157,4.276388349287916,3.252287963384456,2.7153236805242464,4.232869224713352,2.957053093127715,4.653900984439871,4.086135042649593,2.3754402902984095,2.6923958144831044,2.5344901227505985,4.265963501278423,4.466107427685122,4.4241660593416645,4.325930162160049,2.778848438598198,3.4062579754368585,1.820343493217255,3.20201030765053,3.7991296623576774,4.126166152373745,5.223191255887054,3.70699862679453,3.728165143388974,2.7600099521047476,2.8997466929120748,2.302585092994046,1.8447653153420962,2.12343089336433,4.339510473688519,1.814824720414034,3.1505970004519392,6.157572350541923,2.142815582031775,3.216997306796696,3.5783103092109787,2.4967803307294085,3.67576405597195,4.254761318287378,2.0668627715448027,3.270039182225434,0.779324907423567
3.1615246290623524,3.6648224398497797,3.796040239639993,-0.7753552487247969,4.04390673249806,4.344935617744038,4.437956072374402,4.201930269066873,4.091399352066813,4.355322544260048,4.3748295482788215,4.741882824800616,1.9897696703918382,4.050176905107102,2.610247567076111,3.7392182754978585,4.256038133912515,3.227298960168297,2.6922256280187176,4.232406248131132,2.9653626091289853,4.639891185353433,4.070564622135859,2.37374949923822,2.6744084754773767,2.4915511861909447,4.247435393673445,4.45457890139749,4.419064776563622,4.303378108676588,2.7825113064507994,3.401708484038962,1.7876049108446403,3.20723908977166,3.806275265421712,4.105449311773644,5.210474400542468,3.7026368860942553,3.7496784597078623,2.731115498884654,2.8972663130807637,2.2617631382102195,1.8218108540840825,2.0716757965716415,4.324529912163525,1.8131947686171113,3.1276373310607575,6.123798256625077,2.124250215359388,3.198176149226271,3.569828264970721,2.451292425209725,3.6616987309655937,4.253767075009039,2.0794415416798357,3.2610010225845456,0.7701082614325027
3.1754490557495982,3.6774478994556326,3.7975650572554964,-0.7779640700396939,4.053987945181689,4.366771378302878,4.448114391146321,4.207162060994591,4.104708167254252,4.370758669382711,4.408529588807875,4.759145635968519,2.0164241815121855,4.043124212893636,2.6149814331868106,3.7603789089723763,4.264227982478629,3.22435357714439,2.7027695849564903,4.231573103534022,2.9789549934837685,4.6477286114922,4.0682588249904645,2.3641153176683827,2.6975371394665224,2.4595888255015854,4.253696709070894,4.456274432954098,4.427658150837725,4.3182845085691675,2.7806815495986745,3.4280273504651526,1.868256887755663,3.2155486100317083,3.8318505387666146,4.097007677105217,5.244974082255258,3.7091720564538875,3.764034495947356,2.768831647037307,2.8893709588697467,2.274185645944447,1.8325886353534535,2.0364196200828912,4.35901386426831,1.8099267950352884,3.1415626953890583,6.123739103950033,2.119669487717913,3.205747034210329,3.5842939752567204,2.4495672558988257,3.667348525617305,4.253198476355113,2.0794415416798357,3.289431866058386,0.8329091022030535
3.2131516943167324,3.706441598974078,3.8196653032841037,-0.741037088136632,4.070495735186803,4.374603790550872,4.494743401812866,4.218532574739556,4.118031574170592,4.386193698751832,4.430412995198316,4.767700574770794,2.065190452112858,4.066536996412301,2.6354317755577417,3.7803053269622966,4.2893629247000025,3.227831725070331,2.7095823443370106,4.254197944826955,2.9991577201974744,4.65291952257481,4.09783146702701,2.383850748756796,2.710698161072472,2.4697929861593577,4.284842255501802,4.485305096971957,4.445665436304846,4.33878657852773,2.8048622432691035,3.444313312920757,1.937444686281776,3.2245591072711526,3.828300171657854,4.120174733966553,5.2546744018453015,3.7532986396324555,3.778976898911618,2.7769541607590176,2.9104244409906426,2.294552928987703,1.8402163519490922,2.060061667513552,4.368054469370256,1.814824720414034,3.199489129737002,6.157159488527235,2.1579536784618503,3.2076309682761273,3.5974631648963813,2.467251711313743,3.704775972782152,4.2859286194317,2.104134131009858,3.3043726633927113,0.7929925327907349
3.214223601582405,3.6980009157422997,3.802125779440268,-0.737017027062415,4.069085309756643,4.360880824369599,4.48533932819839,4.209158468171337,4.103097557640987,4.373367464009382,4.413116365382935,4.752192509439891,2.0758279261407946,4.053184591995044,2.617339780273414,3.7756809212515656,4.274441373018033,3.2155451653561262,2.6977641739557328,4.234071010697148,3.0037624982278754,4.649521467702044,4.094182424444693,2.384966846928472,2.7062596331307494,2.414126495023534,4.272528053265674,4.467969436968505,4.440881017373713,4.355319116058753,2.804537273582798,3.4324586813253406,1.9125815867561182,3.2232767558220403,3.8262232742483233,4.107260767404687,5.244358184383547,3.7360688897329473,3.775182922463443,2.7440606508911505,2.9059208068739792,2.3105532550743786,1.7967313089929147,2.055377664704306,4.369194698362093,1.8000583035691733,3.1709452879090585,6.155793528756719,2.138319077640204,3.202284478755963,3.578088089686577,2.437407261019882,3.680907181367963,4.282344461975364,2.0918641087734198,3.277158264279608,0.7929925327907349
3.1892742024960206,3.6854194575844184,3.793493441035926,-0.7496338443216206,4.049679873527854,4.357444792372663,4.473994937071692,4.205495433163599,4.101138170178103,4.360494829189454,4.408625150674343,4.746594550863784,2.059101814576358,4.045864894811212,2.5995141408098346,3.7715160460642676,4.264368629824631,3.208208936384567,2.6789989623655504,4.212303793111848,3.0074312464158655,4.642419987504838,4.055624903533084,2.378813143452328,2.70148234145474,2.410542265318056,4.260342229776408,4.453824901159116,4.448152329565487,4.33824301415155,2.787484837256537,3.4193762108067576,1.9866896142462651,3.2101030200635274,3.8411105353834456,4.1067670822206574,5.219935088882783,3.725681661354182,3.789336610508314,2.6810215548423537,2.898713940128947,2.282382405139267,1.8233576122617432,2.058892539542635,4.385271391455148,1.7950872561523765,3.1722034422503045,6.163973894969051,2.1423666948162974,3.2182396362149825,3.5722907304270346,2.4182919663985443,3.6727510568716832,4.284000252545001,2.0541237581487333,3.303861014937206,0.8628899068597314
3.1981139134483825,3.6802559718329055,3.793663670014926,-0.7511587394082034,4.04601971145423,4.359164040227686,4.479052562393777,4.209712552020811,4.104056956076683,4.362771625046932,4.401995467980578,4.736510334909946,2.053463365221226,4.0452883256712475,2.5856291989042184,3.7697490222742385,4.256888439528794,3.217699901808016,2.690361369811031,4.196309426598015,2.997310122029229,4.644222818258196,4.044752580176878,2.377690240565251,2.706153707340679,2.3960753943907034,4.277111915358924,4.43938161325947,4.444834916495602,4.32968575775066,2.8139224418854996,3.421952182641668,2.0059827376208137,3.2145135253983894,3.8356826944507474,4.107425316821123,5.1932270644877345,3.732540158601749,3.7904286616953176,2.6539459447935254,2.8960238649203434,2.2617631382102195,1.798317318562027,2.0831571786280705,4.344973522966832,1.8033586333516993,3.157851142493167,6.163574844234415,2.165437703974825,3.255405024766148,3.58141727047266,2.4333209027100176,3.7054017520062947,4.2903224161961,2.0281482347439392,3.304117187158089,0.8020015940251602
3.1942961133139356,3.671590274651563,3.7585541863833876,-0.7470977391661648,4.043126956594775,4.351882856832557,4.4815720307737035,4.206273273213104,4.083836833340126,4.3616939272585675,4.391431749561567,4.723814057074002,2.0613288520683453,4.050750331271645,2.5603892894117477,3.776958805004187,4.2483523441795095,3.225896410866385,2.685361401400956,4.193426482293559,2.998542613753736,4.643952406270128,4.067392337625668,2.3474624520294176,2.71564155299645,2.4015250373936077,4.283190702100119,4.443107300521814,4.450736428276618,4.324093043249782,2.8029101452883447,3.4220879893763776,1.9983100195950854,3.238050550380149,3.852457855018166,4.089499495226002,5.178641738684913,3.72686729705795,3.8008254460956685,2.6775910067264266,2.9018090042404547,2.2617631382102195,1.777499874896101,2.128898442476135,4.3190868714626,1.7984040056309996,3.1527360060615304,6.158661402763155,2.153525101176061,3.236519173087583,3.5961543262542603,2.4303917460073463,3.702268179729602,4.288539799957464,2.0412203040888763,3.3246211617975296,0.8285518009080814
3.166780721144579,3.6610913686890565,3.7259933185822836,-0.754215143127661,4.0343971297699825,4.337257230773486,4.492448591754631,4.204827889655011,4.074282547650255,4.347089678977826,4.37542376792595,4.723814057074002,2.041104370202275,4.05046392501264,2.506598925934052,3.764751760398285,4.252629554212815,3.2220942120769407,2.663575700365225,4.181517224320636,2.9960761093941692,4.63934816073876,4.048144015805466,2.331705219953797,2.720142875925292,2.379546151790809,4.272249663730301,4.442439226603183,4.428924827698993,4.285956860496803,2.7935849316944967,3.4228999541690457,2.111088463609712,3.2476124626977705,3.836858484957934,4.07124652919402,5.170384461165254,3.730180276848756,3.8106563753257605,2.6504210774895927,2.88036100677087,2.2617631382102195,1.737890667586816,2.076284192040305,4.265633245137309,1.763016987275961,3.1130707557941752,6.164383889534197,2.136514664258653,3.21821009123177,3.588262689199462,2.4280423451218303,3.5982783231233615,4.271932762980761,2.001480013097615,3.1731398907119623,0.7884573820386862
3.1589803978408595,3.677663955215835,3.7429425896343202,-0.736014609636357,4.058387737772291,4.352267375750137,4.504911211862109,4.2201778575198,4.0814469685899475,4.365759150391947,4.40574835433239,4.726752486716167,2.065479349470314,4.063852660543216,2.518371630638649,3.783165383523038,4.272909116937918,3.234810432581795,2.6766971029759765,4.205099968855187,3.0083463577767353,4.6370834010463025,4.0785946551535535,2.3445629439130506,2.7380514103501543,2.3933394388438005,4.3008033683927795,4.441389186862991,4.427341025694753,4.301781298364029,2.805999325064642,3.428834385248385,2.1315205099536074,3.2721036291779537,3.8541923237176783,4.081259343286466,5.186341866834796,3.7428568452676796,3.8300335378662225,2.689207131441274,2.893949575838069,2.298577075426524,1.7226232638434542,2.1023775958182944,4.316554348449031,1.76644164494164,3.1415626953890583,6.179654357647468,2.164999297480744,3.2241430717241983,3.6044166857359516,2.4403160529438486,3.5285720603420825,4.280547448835495,2.0281482347439392,3.1930568552907634,0.8020015940251602
3.184411196919704,3.680902567080572,3.739001241365011,-0.7330131862507833,4.058058417385471,4.325479877516152,4.503492286819968,4.219520271158736,4.088832866986185,4.371233659925098,4.397357560257525,4.724316089176462,2.0755419436312827,4.082772481965027,2.5105387871040525,3.7764797899422153,4.269557549897232,3.2337912714240593,2.6722157565279243,4.217860756618363,3.0174510525047222,4.641517388622264,4.0721468685729825,2.332292879545611,2.717842492800924,2.384165115144968,4.296599148097447,4.448622735646335,4.438897919537869,4.303847219327535,2.8172987935255405,3.446298172928714,2.0808182952788603,3.2730809600191617,3.838180348417046,4.08849417412446,5.254217073493396,3.735599092871181,3.823716623022325,2.697326248021437,2.88978804485102,2.302585092994046,1.719198589961419,2.149406561123959,4.27749907143976,1.7191887627204694,3.0726933323507546,6.170277938231991,2.168503360623328,3.21821009123177,3.610246094106076,2.4510051309976397,3.5340338924346977,4.282068159873615,1.8870696345827689,3.165530689666684,0.8153648090643967
3.1920167876074963,3.6707195312525647,3.742227225743679,-0.7191240112057035,4.066585042984147,4.331484453105016,4.537924063802766,4.221550407370033,4.090544588702841,4.364804307054896,4.4000656354493834,4.722593049368352,2.080393570579986,4.085683595882012,2.5203204458673083,3.769266364299301,4.270256746628291,3.2540767283503382,2.698841274850196,4.233608811560064,3.0034561213571407,4.638623865675915,4.098251625612175,2.3410726387336123,2.718679430872469,2.3739750677695604,4.35519108881297,4.457497261964721,4.451458862754588,4.304222514399955,2.809564255422261,3.4371376066652073,2.150441312943084,3.2813471721924374,3.8355356954474815,4.098834475090169,5.2286815664331785,3.733246518525865,3.8216021974400713,2.6602595506039637,2.881202549906289,2.290512523342865,1.71058519629147,2.1267150770340866,4.254335350542251,1.7101878534742698,3.0933125672924255,6.17198610943586,2.1423666948162974,3.2112961307780123,3.612397023858695,2.4641368677459567,3.5102319791463277,4.2801323269925415,1.8245492612873577,3.167291768127025,0.7929925327907349
3.2176993671218757,3.6967284944196472,3.772190851085011,-0.7020292159910225,4.077410839667231,4.349572830219497,4.578525940280691,4.231311681739446,4.0917875467582405,4.372656509233034,4.424303289656541,4.737785307371283,2.0786837988394233,4.088724372434926,2.5635013656104726,3.776160319044817,4.297013306031921,3.286054847328419,2.741871736301512,4.240610870158583,3.0086511461340892,4.645572170441466,4.107451797836214,2.3663905958387934,2.743780274274392,2.376764533671887,4.373479623211696,4.477319994989725,4.46600045637341,4.291575949102781,2.816977840958377,3.4398012808196707,2.0960680277017665,3.271125631866518,3.8573638265215937,4.104954731268952,5.2396758120957445,3.756525161054408,3.8337746400739623,2.6803363729930827,2.8943647569030357,2.3105532550743786,1.7243311701474813,2.1321647479235635,4.270536224523606,1.7119944938734573,3.092405191982908,6.186183757416557,2.1750407297327894,3.2745327916658864,3.6260521145540894,2.4782176680377024,3.5563140211045776,4.307168426352863,1.8082887555452603,3.1901948865504743,0.7929925327907349
