XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
24.503856658935547,,35.64530944824219,9.080476760864258,21.20476722717285,18.864755630493164,17.727832794189453,,18.27791404724121,24.41259765625,24.81180191040039
24.583093643188477,,35.936256408691406,9.24737548828125,21.27963638305664,18.840436935424805,17.73447608947754,,18.060314178466797,24.173181533813477,24.902788162231445
25.0008487701416,,36.36658477783203,9.26591682434082,21.324569702148438,18.629667282104492,17.721176147460938,,18.16617774963379,24.420331954956055,24.93586540222168
24.806365966796875,,36.31202697753906,9.463723182678223,21.556682586669922,18.55669403076172,17.721176147460938,,18.083845138549805,24.50527572631836,25.14263153076172
25.152111053466797,,36.54841995239258,9.408088684082031,21.901113510131836,18.67830467224121,17.661359786987305,,18.06620216369629,24.54389190673828,25.134361267089844
25.015249252319336,,36.49993133544922,9.414268493652344,22.14071273803711,18.605344772338867,17.707887649536133,,18.254392623901367,24.682905197143555,25.084733963012695
24.539865493774414,,35.97261047363281,9.278281211853027,21.961008071899414,18.402664184570312,17.807600021362305,,18.17794418334961,24.50527572631836,24.762178421020508
24.827983856201172,,36.10595703125,9.383362770080566,22.050859451293945,18.581026077270508,17.93389320373535,,18.377891540527344,24.82964515686035,25.043378829956055
24.52545928955078,,36.20900344848633,9.426631927490234,22.050859451293945,18.629667282104492,17.88071060180664,,18.29555892944336,25.053613662719727,25.043378829956055
24.34539222717285,,35.91806411743164,9.235010147094727,21.766334533691406,18.370241165161133,17.79430389404297,,18.17794418334961,24.883712768554688,24.79526710510254
24.734342575073242,,36.245361328125,9.352458953857422,22.005935668945312,18.6864070892334,17.900657653808594,,18.389652252197266,25.48610496520996,25.126083374023438
24.29496955871582,,35.681678771972656,9.327735900878906,21.668994903564453,18.386463165283203,17.767709732055664,,18.195581436157227,25.269861221313477,24.786991119384766
23.24337387084961,,34.954341888427734,9.061929702758789,21.16733741760254,18.191890716552734,17.515121459960938,,17.930946350097656,24.721525192260742,24.47270393371582
22.782392501831055,,34.123985290527344,8.765220642089844,20.845361709594727,17.559551239013672,17.47524070739746,,17.53692054748535,24.451217651367188,24.001279830932617
22.984067916870117,,34.34822463989258,8.814675331115723,20.980134963989258,17.705474853515625,17.508480072021484,,17.654537200927734,24.451217651367188,24.125347137451172
22.65993881225586,,34.13003921508789,8.66014289855957,20.890295028686523,17.656829833984375,17.488534927368164,,17.725112915039062,24.31219482421875,24.158428192138672
22.465465545654297,,33.9966926574707,8.870308876037598,20.9501953125,17.802757263183594,17.528419494628906,,17.607494354248047,24.482114791870117,24.199785232543945
22.062114715576172,,33.63909149169922,8.827041625976562,20.710575103759766,17.29201316833496,17.481882095336914,,17.472227096557617,24.32764434814453,24.059181213378906
21.709177017211914,,33.03298568725586,8.765220642089844,20.50093650817871,16.9920654296875,17.415414810180664,,17.366376876831055,24.157739639282227,23.91031265258789
22.573509216308594,,34.123985290527344,8.913575172424316,20.807918548583984,17.186634063720703,17.548358917236328,,17.47810935974121,24.296754837036133,24.21631622314453
22.64554214477539,,34.5724983215332,9.000118255615234,21.20476722717285,17.356884002685547,17.80095100402832,,17.61924934387207,24.798757553100586,24.555423736572266
22.386241912841797,,34.27550506591797,8.901217460632324,21.07748031616211,17.39742088317871,17.67465591430664,,17.49575424194336,24.46666145324707,24.571956634521484
21.550718307495117,,32.869327545166016,8.517969131469727,20.45601463317871,16.911001205444336,17.31571388244629,,17.03704071044922,23.84881591796875,23.860681533813477
21.95407485961914,,32.875396728515625,8.616874694824219,20.36616325378418,17.08124351501465,17.269182205200195,,17.007640838623047,23.810197830200195,23.79452133178711
21.60113525390625,,32.57233428955078,8.443791389465332,20.14153289794922,17.008281707763672,17.249242782592773,,16.813560485839844,23.694355010986328,23.645662307739258
22.126937866210938,,33.257240295410156,8.530333518981934,20.5308837890625,17.154203414916992,17.455305099487305,,16.984119415283203,23.87971305847168,24.009557723999023
21.975685119628906,,33.11784362792969,8.598325729370117,20.50093650817871,17.105558395385742,17.43535614013672,,16.90765953063965,23.732969284057617,23.91031265258789
22.35022735595703,,33.6815185546875,8.616874694824219,20.807918548583984,17.283916473388672,17.574947357177734,,17.007640838623047,23.895158767700195,24.191509246826172
22.3070068359375,,33.69365310668945,8.623053550720215,20.643199920654297,17.316341400146484,17.574947357177734,,16.942947387695312,23.841096878051758,24.191509246826172
22.868825912475586,,34.487640380859375,8.802314758300781,21.1298885345459,17.575761795043945,17.75442123413086,,17.236988067626953,24.049617767333984,24.580224990844727
22.883230209350586,,34.43914794921875,8.833221435546875,21.309587478637695,17.624401092529297,17.88071060180664,,17.166419982910156,24.234968185424805,24.778728485107422
23.128122329711914,,34.63311004638672,8.888853073120117,21.504261016845703,17.737899780273438,17.987070083618164,,17.26051139831543,24.35081672668457,24.93586540222168
23.257774353027344,,34.76646041870117,8.938305854797363,21.60909652709961,17.689260482788086,18.026954650878906,,17.501632690429688,24.35081672668457,24.993755340576172
23.156946182250977,,34.287628173828125,9.05575180053711,21.624069213867188,17.656829833984375,18.026954650878906,,17.407541275024414,24.28131675720215,24.985490798950195
22.789592742919922,,33.7178955078125,8.888853073120117,21.347030639648438,17.437944412231445,17.92723846435547,,17.289926528930664,24.049617767333984,24.836620330810547
22.731969833374023,,33.93002700805664,9.043387413024902,21.564165115356445,17.60818862915039,18.040241241455078,,17.307558059692383,24.227252960205078,25.159170150756836
22.681550979614258,,33.948211669921875,9.01866340637207,21.51175308227539,17.559551239013672,18.05353546142578,,17.272279739379883,24.24268913269043,25.200519561767578
22.688753128051758,,34.02699279785156,9.074296951293945,21.59412384033203,17.583877563476562,17.967132568359375,,17.13701820373535,24.250415802001953,25.24187660217285
23.03447723388672,,34.34218978881836,9.099020004272461,21.878646850585938,17.81086540222168,18.093425750732422,,17.384017944335938,24.482114791870117,25.638856887817383
23.228960037231445,,34.62704849243164,9.129926681518555,21.91608428955078,17.78654670715332,18.15989112854004,,17.43694496154785,24.567066192626953,25.50653648376465
23.430641174316406,,34.77858352661133,9.136106491088867,21.946035385131836,17.79465675354004,18.166542053222656,,17.407541275024414,24.46666145324707,25.580968856811523
23.58910369873047,,34.59674835205078,9.228829383850098,22.050859451293945,17.867612838745117,18.22635841369629,,17.442827224731445,24.389427185058594,25.81254768371582
23.891613006591797,,35.24528121948242,9.408088684082031,22.387800216674805,18.08649444580078,18.33936882019043,,17.61924934387207,24.729244232177734,26.29224967956543
23.891613006591797,,35.19073486328125,9.426631927490234,22.28297233581543,18.18378448486328,18.272891998291016,,17.61924934387207,24.582508087158203,26.358400344848633
23.74036407470703,,35.19073486328125,9.457542419433594,22.462675094604492,18.264854431152344,18.246307373046875,,17.59572410583496,24.567066192626953,26.317054748535156
23.7475643157959,,35.499855041503906,9.562628746032715,22.507598876953125,18.386463165283203,18.219711303710938,,17.601606369018555,24.582508087158203,26.37494659423828
23.88442611694336,,35.439239501953125,9.642983436584473,22.589967727661133,18.45941925048828,18.252952575683594,,17.660423278808594,24.77558135986328,26.565170288085938
23.978046417236328,,35.45742416381836,9.605896949768066,22.739721298217773,18.443195343017578,18.266246795654297,,17.54867935180664,24.59023094177246,26.639606475830078
23.97085189819336,,35.09375762939453,9.605896949768066,22.739721298217773,18.42699432373047,18.405834197998047,,17.613372802734375,24.752412796020508,26.606517791748047
